Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,6.19,7.9,7.84,11.03,20.62,14.94,14.37,11.39,7.67,4.82,Upgrade
Depreciation & Amortization,0.21,0.23,0.24,0.23,0.23,0.22,0.21,0.27,0.24,0.19,Upgrade
Share-Based Compensation,1.25,1.44,1.78,2.21,2.41,2.12,1.87,0.87,0.63,0.31,Upgrade
Other Operating Activities,1.02,0.81,0.76,0.92,-1.73,2.57,1.74,1.92,0.88,0.84,Upgrade
Operating Cash Flow,8.67,10.39,10.62,14.39,21.53,19.85,18.19,14.44,9.41,6.16,Upgrade
Operating Cash Flow Growth,-16.57%,-2.23%,-26.19%,-33.16%,8.49%,9.13%,25.91%,53.45%,52.86%,202.31%,Upgrade
Capital Expenditures,-0.22,-0.25,-0.17,-0.2,-0.36,-0.18,-0.18,-0.26,-0.14,-0.25,Upgrade
Change in Investments,0,0,0,0,0,0,0,0,0,0.4,Upgrade
Other Investing Activities,-0.02,-,-0.71,-1.77,-3.54,-0.27,-11.68,-0.19,-19.15,-20.68,Upgrade
Investing Cash Flow,-0.23,-0.25,-0.88,-1.97,-3.9,-0.45,-11.86,-0.45,-19.29,-20.53,Upgrade
Dividends Paid,-4.04,-3.97,-3.97,-3.54,-2.88,-2.21,-1.5,-1.38,-0.9,-0.73,Upgrade
Share Issuance / Repurchase,-0.35,-0.28,-3.01,-5.13,0.02,0,0.02,-25.06,0.31,0.06,Upgrade
Debt Issued / Paid,39.04,0,-17.5,-4.46,-4.38,-4.38,-4.38,8.28,9.86,14.94,Upgrade
Other Financing Activities,-0.44,-,-,-,-0.7,-0.65,-0.02,-0.39,-0.15,-0.22,Upgrade
Financing Cash Flow,34.22,-4.26,-24.47,-13.13,-7.94,-7.24,-5.88,-18.55,9.12,14.05,Upgrade
Net Cash Flow,42.65,5.88,-14.73,-0.71,9.7,12.17,0.45,-4.56,-0.76,-0.32,Upgrade
Free Cash Flow,8.45,10.14,10.45,14.19,21.17,19.67,18,14.19,9.27,5.91,Upgrade
Free Cash Flow Growth,-16.65%,-3.00%,-26.34%,-32.98%,7.63%,9.27%,26.90%,52.98%,57.04%,205.01%,Upgrade
Free Cash Flow Margin,28.48%,30.94%,31.30%,33.22%,38.78%,37.14%,35.02%,31.71%,26.86%,24.29%,Upgrade
Free Cash Flow Per Share,1.13,1.38,1.42,1.83,2.71,2.56,2.37,1.61,1.06,0.68,Upgrade
