Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,38.46,36.12,23.64,23.65,21.92,12.89,13.21,9.56,6.41,4.13,Upgrade
Depreciation & Amortization,2.76,1.61,1.91,1.62,1.94,1.24,0.73,0.53,1.39,1.27,Upgrade
Share-Based Compensation,1.68,1.62,1.41,1.27,1.05,0.75,0.55,0.45,0.4,0.34,Upgrade
Other Operating Activities,-0.23,-6.82,-4.64,6.66,13.68,-0.43,-5.7,-7.56,3.53,4.72,Upgrade
Operating Cash Flow,42.67,32.53,22.32,33.2,38.59,14.45,8.79,2.98,11.72,11.45,Upgrade
Operating Cash Flow Growth,31.17%,45.72%,-32.77%,-13.96%,167.08%,64.42%,194.70%,-74.55%,2.38%,-13.99%,Upgrade
Capital Expenditures,-1.48,-1.25,-0.56,1.11,-1.51,-1.51,-9.6,-0.95,-0.6,-4.79,Upgrade
Change in Investments,-540.27,-39.86,-176.79,-133.47,-140.08,-209.16,-74.53,-114.01,-63.45,-98.37,Upgrade
Other Investing Activities,0.47,0.6,1.99,-0.76,0.93,-8.97,2.3,4.27,3.65,-0.88,Upgrade
Investing Cash Flow,-541.28,-40.52,-175.36,-133.12,-140.65,-219.63,-81.83,-110.69,-60.4,-104.04,Upgrade
Dividends Paid,-4.37,-3.62,-3.3,-3.26,-2.8,-2.38,-1.52,-1.11,-0.76,-0.19,Upgrade
Share Issuance / Repurchase,1.32,-3.81,-7.21,0.45,0.58,0.51,14.96,0,6.21,0,Upgrade
Debt Issued / Paid,343,-160,-83,73,-65,154,26.11,-33,18,32,Upgrade
Other Financing Activities,28.65,200.92,307.85,42.21,164.55,97.41,51.23,100.15,55.64,66,Upgrade
Financing Cash Flow,368.59,33.49,214.33,112.41,97.32,249.54,90.78,66.04,79.1,97.81,Upgrade
Net Cash Flow,-130.03,25.51,61.3,12.5,-4.74,44.36,17.74,-41.66,30.42,5.21,Upgrade
Free Cash Flow,41.19,31.28,21.76,34.32,37.08,12.94,-0.81,2.03,11.12,6.66,Upgrade
Free Cash Flow Growth,31.67%,43.72%,-36.58%,-7.46%,186.58%,-,-,-81.74%,67.07%,-42.07%,Upgrade
Free Cash Flow Margin,43.82%,35.18%,30.92%,52.77%,61.06%,24.66%,-1.68%,4.93%,32.48%,21.01%,Upgrade
Free Cash Flow Per Share,3.92,3.01,2.03,3.16,3.46,1.23,-0.09,0.22,1.29,0.80,Upgrade
