Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,12.52,18.28,14.94,11.02,10.66,10.09,7.81,6.66,5.26,5.21,Upgrade
Depreciation & Amortization,2.27,2.33,1.98,1.89,1.7,1.58,1.52,1.3,1.27,1.65,Upgrade
Share-Based Compensation,0.57,0.44,0.38,0.42,0.28,0.3,0.11,0.08,0.09,0.06,Upgrade
Other Operating Activities,10.22,-3.8,6.6,4.55,0.23,-3.14,3.61,-0.38,-1.62,7.02,Upgrade
Operating Cash Flow,25.57,17.26,23.91,18.83,13.85,9.8,14.03,8.62,5.01,13.95,Upgrade
Operating Cash Flow Growth,48.17%,-27.82%,26.97%,35.95%,41.28%,-30.11%,62.81%,72.06%,-64.10%,88.03%,Upgrade
Capital Expenditures,-1.9,-2.43,-1.68,-2.02,-1.87,-3.71,-1.63,-6.53,-1.91,-0.84,Upgrade
Acquisitions,0,-1.1,16.26,-2.6,0,0,0,0,0,0,Upgrade
Change in Investments,-154.92,-68.54,-72.3,-63.32,-85.93,-44.55,-89.88,-48.27,-35.08,-10.35,Upgrade
Other Investing Activities,-8.85,0.08,0.5,0.32,0.21,-1.27,0.78,0.11,0.34,2.28,Upgrade
Investing Cash Flow,-165.67,-71.99,-57.22,-67.61,-87.59,-49.53,-90.73,-54.69,-36.65,-8.91,Upgrade
Dividends Paid,-3.42,-3.14,-3.07,-2.33,-2.09,-1.36,-1.18,-0.98,-0.78,-0.59,Upgrade
Share Issuance / Repurchase,-5.9,-9.52,-7.17,-4.91,27.8,-1.79,-1.17,-0,0,0,Upgrade
Debt Issued / Paid,54.1,-7.37,-0.76,-2.24,-2.4,-3.45,-10.37,4.67,0.81,-1.75,Upgrade
Other Financing Activities,-26.38,83.58,157.93,36.97,72.17,55.93,85.98,34.66,46.67,-8.71,Upgrade
Financing Cash Flow,18.41,63.55,146.94,27.49,95.48,49.33,73.25,38.34,46.7,-11.05,Upgrade
Net Cash Flow,-121.69,8.82,113.63,-21.3,21.75,9.6,-3.45,-7.74,15.06,-6.01,Upgrade
Free Cash Flow,23.67,14.83,22.23,16.81,11.99,6.09,12.4,2.08,3.1,13.11,Upgrade
Free Cash Flow Growth,59.63%,-33.28%,32.23%,40.26%,96.83%,-50.89%,495.25%,-32.78%,-76.36%,99.13%,Upgrade
Free Cash Flow Margin,41.08%,21.96%,36.13%,32.30%,24.31%,13.47%,28.84%,5.49%,9.30%,38.61%,Upgrade
Free Cash Flow Per Share,3.38,2.03,2.81,2.50,1.75,1.21,2.43,0.40,0.60,2.56,Upgrade
