Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,742.93,600.67,393.63,672.31,606.01,121.09,308.25,286.92,959.52,-196.99,Upgrade
Depreciation & Amortization,72.27,72.02,66.59,72.73,69.09,85.84,71.02,81.63,65.95,69.73,Upgrade
Other Operating Activities,-426.9,-115.58,198.22,-50.61,2.69,153.65,2.46,-356.83,"-1,171.73",-537.68,Upgrade
Operating Cash Flow,388.3,557.11,658.43,694.43,677.79,360.58,381.72,11.72,-146.26,-664.94,Upgrade
Operating Cash Flow Growth,-30.30%,-15.39%,-5.18%,2.46%,87.97%,-5.54%,3156.75%,-,-,-,Upgrade
Capital Expenditures,-17.67,-12.6,-17.02,-27.63,-26.01,-28.68,-35.54,-25.47,-18.5,-6,Upgrade
Acquisitions,0,0,16.48,0,-7.96,-0.74,-0.15,775.03,-294.39,0,Upgrade
Change in Investments,-98.49,-13.88,-917.16,-442.64,-768.09,-446.16,-554.87,"-1,052.51",-851.18,-41.49,Upgrade
Other Investing Activities,110.99,24.62,34.52,168.22,112.65,274.08,414.5,305.74,828.02,107.79,Upgrade
Investing Cash Flow,-5.18,-1.86,-883.18,-302.05,-689.41,-201.49,-176.06,2.79,-336.04,60.3,Upgrade
Dividends Paid,-135.44,-103.3,-97.46,-2.06,-2.14,-2.15,-2.11,-2,-1.87,-1.63,Upgrade
Share Issuance / Repurchase,-398.85,-397.72,-224.75,-297.79,-48.67,7.13,-99.47,-200.72,247.19,299.41,Upgrade
Debt Issued / Paid,55.11,4.24,544.83,-103.26,73.19,-134.26,-102.03,187.16,236.59,298.41,Upgrade
Other Financing Activities,-,-,-,-,-,4.21,0.33,16.15,0.11,0.75,Upgrade
Financing Cash Flow,-479.18,-496.78,222.62,-403.11,22.39,-125.08,-203.27,0.6,482.02,596.94,Upgrade
Net Cash Flow,-96.06,58.47,-2.13,-10.73,10.76,34.43,1.92,14.98,-0.35,-7.7,Upgrade
Free Cash Flow,370.63,544.51,641.42,666.81,651.78,331.9,346.18,-13.75,-164.76,-670.94,Upgrade
Free Cash Flow Growth,-31.93%,-15.11%,-3.81%,2.31%,96.38%,-4.13%,-,-,-,-,Upgrade
Free Cash Flow Margin,31.13%,40.94%,44.59%,43.67%,51.20%,27.17%,27.95%,-1.15%,-15.36%,-89.47%,Upgrade
Free Cash Flow Per Share,2.21,2.89,3.28,3.19,3.04,1.54,1.64,-0.07,-0.89,-4.03,Upgrade
