Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,3.27,42.31,31.33,10.98,39.22,-26.65,60.76,25.6,43.39,46.68,Upgrade
Depreciation & Amortization,4.36,4.79,3.95,4.49,5.18,3.11,3.24,3.43,3.23,4.46,Upgrade
Share-Based Compensation,30.59,31.11,31.95,46.38,37.94,40.6,45.88,47.07,39.99,56.1,Upgrade
Other Operating Activities,-10.69,52.47,16.77,-47.52,33.96,-1.89,14.35,16.65,16.68,-39.46,Upgrade
Operating Cash Flow,27.53,130.68,84.01,14.33,116.29,15.17,124.23,92.75,103.29,67.79,Upgrade
Operating Cash Flow Growth,-78.93%,55.57%,486.14%,-87.68%,666.50%,-87.79%,33.94%,-10.20%,52.38%,-28.46%,Upgrade
Capital Expenditures,-6.79,-4.77,-17.02,-1.65,-0.77,-2.56,-1.74,-2.24,-2.44,-1.15,Upgrade
Acquisitions,0,0,0,0,0,0,0,-45.27,0,0,Upgrade
Change in Investments,0,1.22,-1.12,0.24,0.15,0.22,0.94,0.83,0.63,36.95,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,13.14,-,-,Upgrade
Investing Cash Flow,-6.79,-3.55,-18.14,-1.41,-0.62,-2.33,-0.8,-33.53,-1.81,35.8,Upgrade
Dividends Paid,-8.93,-4.35,-4.11,-4.42,-5.16,-47.55,-61.61,-58.94,-56.28,-56.23,Upgrade
Share Issuance / Repurchase,-39.94,-45.12,-23.26,-69.44,-195.3,-59.56,-28.19,-11.9,-36.18,-55.41,Upgrade
Debt Issued / Paid,0,-55,-38.75,30.12,-21.88,258.1,7.4,37.95,4.75,1.72,Upgrade
Other Financing Activities,-,-,-,-13.14,-,-,-4.88,-5.94,-2.89,-0.3,Upgrade
Financing Cash Flow,-48.86,-104.47,-66.12,-56.88,-222.33,150.99,-87.28,-38.84,-90.6,-110.21,Upgrade
Net Cash Flow,-30.29,21.92,-1.27,-42.4,-111.27,169.33,28.35,19.02,8.26,-7.65,Upgrade
Free Cash Flow,20.75,125.91,66.99,12.68,115.53,12.62,122.5,90.51,100.85,66.63,Upgrade
Free Cash Flow Growth,-83.52%,87.96%,428.15%,-89.02%,815.65%,-89.70%,35.34%,-10.25%,51.35%,-27.51%,Upgrade
Free Cash Flow Margin,8.03%,39.65%,21.49%,4.21%,32.82%,5.28%,36.51%,34.60%,36.64%,23.21%,Upgrade
Free Cash Flow Per Share,1.14,6.58,3.54,0.53,4.31,0.39,3.82,2.90,3.32,2.21,Upgrade
