Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"1,101.23",933.48,504.86,667.41,614.44,103.96,212.97,891.62,-317.21,595.6,Upgrade
Depreciation & Amortization,58.38,64.24,64.85,67.44,62.63,57.74,59.02,58.49,56.57,58.05,Upgrade
Share-Based Compensation,16.73,17.77,8.25,12.3,10.52,0,0,0,0,0,Upgrade
Other Operating Activities,-161.8,-10.33,100.81,-41.79,159.92,474.78,324.59,-279.98,"1,133.64",165.66,Upgrade
Operating Cash Flow,"1,014.54","1,005.16",678.77,705.37,847.5,636.48,596.57,670.14,873,819.31,Upgrade
Operating Cash Flow Growth,0.93%,48.08%,-3.77%,-16.77%,33.15%,6.69%,-10.98%,-23.24%,6.55%,56.32%,Upgrade
Capital Expenditures,-93.48,-51.3,-33.53,-57.06,-71.36,-52.94,-91.42,-49.78,-36.71,-28.48,Upgrade
Acquisitions,0,-155.83,0,0,"-1,843.33",0,0,652.73,-212.23,0,Upgrade
Change in Investments,"5,108.4","-10,397.56","-13,112.43","-4,211.5","-2,576.48","-5,387.66","-3,544.98",-771.73,-152.07,-294.45,Upgrade
Other Investing Activities,335.28,86.04,77.8,98.7,100.51,88.86,181.88,407.12,426.46,625.93,Upgrade
Investing Cash Flow,"5,350.2","-10,518.65","-13,068.15","-4,169.85","-4,390.67","-5,351.74","-3,454.53",238.34,25.45,303,Upgrade
Dividends Paid,-161.52,-141.47,-133.65,-115.81,-105.44,-95.91,-65.93,-19.26,-3.72,-3.72,Upgrade
Share Issuance / Repurchase,5.84,4.67,9.09,8.72,7.27,7.02,7.44,6.23,5.39,6.86,Upgrade
Debt Issued / Paid,-391.38,-545.8,-453.62,-475.88,-625.49,-109.77,-373.05,"-1,119.24","-1,048.26",-818.19,Upgrade
Other Financing Activities,"-5,776.03","10,133.5","13,070.32","4,038.52","4,257.45","4,952.35","3,284.81",206.38,106.02,-323.4,Upgrade
Financing Cash Flow,"-6,323.09","9,450.91","12,492.15","3,455.56","3,533.79","4,753.69","2,853.26",-925.9,-940.57,"-1,138.46",Upgrade
Net Cash Flow,41.65,-62.58,102.77,-8.93,-9.38,38.43,-4.69,-17.42,-42.12,-16.15,Upgrade
Free Cash Flow,921.05,953.86,645.25,648.31,776.14,583.54,505.15,620.36,836.29,790.82,Upgrade
Free Cash Flow Growth,-3.44%,47.83%,-0.47%,-16.47%,33.01%,15.52%,-18.57%,-25.82%,5.75%,61.70%,Upgrade
Free Cash Flow Margin,27.48%,32.81%,29.82%,28.24%,35.94%,36.57%,32.59%,36.77%,78.79%,51.71%,Upgrade
Free Cash Flow Per Share,12.67,11.95,7.66,6.70,7.73,5.72,4.87,5.99,8.08,7.65,Upgrade
