Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Net Income,524.52,519.3,528.9,332.55,321.81,272.17,274.47,286.65,297.44,221.4,Upgrade
Depreciation & Amortization,28.3,29.65,31.4,20.25,18.32,19.16,22.29,22.49,23.67,16.74,Upgrade
Share-Based Compensation,11.77,12.57,12.61,10.61,10.49,6.94,9.55,11.1,8.24,4.18,Upgrade
Other Operating Activities,-58.05,133.21,9.41,39.61,-30.48,92.46,28.05,-9.42,18.91,65.35,Upgrade
Operating Cash Flow,506.53,694.73,582.32,403.01,320.15,390.73,334.36,310.81,348.26,307.66,Upgrade
Operating Cash Flow Growth,-27.09%,19.30%,44.49%,25.88%,-18.06%,16.86%,7.57%,-10.75%,13.20%,46.63%,Upgrade
Capital Expenditures,-32.35,5.16,-8.23,-13.27,-2.07,-1.1,8.61,3.68,16.69,-11.65,Upgrade
Acquisitions,0,0,0,-77.05,0,0,-8.96,0,494.04,576.95,Upgrade
Change in Investments,"-1,937.06","-2,736.84","-1,271.24","1,343.39",-119.89,-371.5,41.36,-654.31,-582.91,-556.45,Upgrade
Other Investing Activities,5.78,6.78,5.16,6.92,3.01,-,-,-,-,-,Upgrade
Investing Cash Flow,"-1,963.63","-2,724.9","-1,274.31","1,259.99",-118.95,-372.59,41.01,-650.63,-72.18,8.85,Upgrade
Dividends Paid,-193.14,-184.25,-173.82,-128.9,-104.05,-95.89,-86.23,-78.26,-68.38,-54.04,Upgrade
Share Issuance / Repurchase,-65.72,-52.09,-115.16,-94.48,0,0.15,-50.28,0.29,3.71,5.38,Upgrade
Debt Issued / Paid,"1,830.04",58.52,"-1,416.44","-1,786.79",486.47,-481.83,497.34,314.87,-50.8,-379.9,Upgrade
Other Financing Activities,"-2,237.92","3,412.43","3,166.85",510.15,-564.8,514.38,-862.78,-10.98,135.87,167.14,Upgrade
Financing Cash Flow,-666.75,"3,234.61","1,461.43","-1,500.02",-182.38,-63.2,-501.94,225.92,20.39,-261.42,Upgrade
Net Cash Flow,"-2,123.85","1,204.43",769.44,162.98,18.81,-45.07,-126.58,-113.89,296.46,55.09,Upgrade
Free Cash Flow,474.18,699.88,574.09,389.74,318.08,389.63,342.97,314.49,364.95,296.01,Upgrade
Free Cash Flow Growth,-32.25%,21.91%,47.30%,22.53%,-18.36%,13.61%,9.05%,-13.83%,23.29%,38.17%,Upgrade
Free Cash Flow Margin,41.22%,61.76%,50.26%,47.78%,43.62%,54.18%,47.17%,42.29%,47.17%,51.30%,Upgrade
Free Cash Flow Per Share,5.19,7.59,6.20,5.70,4.55,5.61,4.94,4.49,5.23,4.49,Upgrade
