Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Net Income,20.07,16.42,14.42,12.62,6.53,7.34,7.73,9.79,8.5,8.82,Upgrade
Depreciation & Amortization,2.18,2.19,2.21,1.39,1.65,1.95,2.42,1.96,2.22,2.14,Upgrade
Share-Based Compensation,1.31,1.16,1.17,1.24,1.08,1.02,0.8,0.67,0.72,2,Upgrade
Other Operating Activities,-0.85,-0.39,1.95,2.93,14.13,9.18,7.2,6.91,3.03,10.23,Upgrade
Operating Cash Flow,22.71,19.38,19.75,18.19,23.39,19.48,18.16,19.34,14.47,23.19,Upgrade
Operating Cash Flow Growth,17.20%,-1.89%,8.57%,-22.22%,20.04%,7.29%,-6.09%,33.65%,-37.62%,335.40%,Upgrade
Capital Expenditures,-0.57,-0.4,-1.06,-0.83,0.04,-0.65,-1.1,-0.88,-0.68,-0.81,Upgrade
Acquisitions,0,0,0,0,0,0,-16.17,0,-15.17,-0.28,Upgrade
Change in Investments,-128.03,27.41,16.19,46.55,-71.34,-33.54,24.89,-42.66,3.27,32.26,Upgrade
Other Investing Activities,0.47,4.79,0.3,1.22,1.57,3.98,-2.94,3.17,2.88,3.05,Upgrade
Investing Cash Flow,-128.13,31.79,15.43,46.94,-69.73,-30.21,4.67,-40.37,-9.71,34.23,Upgrade
Dividends Paid,-5.27,-4.69,-4.56,-4.27,-3.91,-3.83,-3.75,-3.55,-2.8,-2.3,Upgrade
Share Issuance / Repurchase,-1.88,-7.08,-6.57,-7.8,0,0,-0.3,-3.13,-4.22,-14.5,Upgrade
Debt Issued / Paid,237.66,-128.79,-121.25,-50.34,-11.46,-48.24,40.3,61.3,76.01,-80.95,Upgrade
Other Financing Activities,-256.09,92.42,200.87,5.98,63.57,60.82,-34.19,-37.14,-78.11,51.42,Upgrade
Financing Cash Flow,-25.59,-48.14,68.49,-56.43,48.2,8.75,2.07,17.49,-9.11,-46.33,Upgrade
Net Cash Flow,-131.01,3.03,103.68,8.7,1.86,-1.98,24.9,-3.54,-4.35,11.1,Upgrade
Free Cash Flow,22.14,18.97,18.69,17.36,23.43,18.84,17.06,18.46,13.79,22.39,Upgrade
Free Cash Flow Growth,16.66%,1.50%,7.68%,-25.89%,24.36%,10.41%,-7.57%,33.84%,-38.40%,394.43%,Upgrade
Free Cash Flow Margin,32.42%,30.76%,32.13%,32.70%,45.01%,37.40%,32.09%,37.21%,30.51%,50.74%,Upgrade
Free Cash Flow Per Share,2.13,1.81,1.71,1.52,1.99,1.62,1.50,1.62,1.17,1.85,Upgrade
