Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,17.42,16.03,15.21,15.67,14.7,9.77,12.48,13.9,14.61,14.08,Upgrade
Depreciation & Amortization,3.62,3.9,3.3,3.22,2.82,2.97,3.51,3.68,3.42,1.66,Upgrade
Share-Based Compensation,1.23,0.96,0.85,0.68,0.49,0,0,0,0,0,Upgrade
Other Operating Activities,1.62,-2.97,2.64,-5.52,-0.74,4.95,0.13,-1.84,0.71,1.58,Upgrade
Operating Cash Flow,23.89,17.92,22,14.05,17.27,17.69,16.11,15.74,18.74,17.33,Upgrade
Operating Cash Flow Growth,33.31%,-18.53%,56.58%,-18.65%,-2.39%,9.81%,2.40%,-16.03%,8.14%,24.07%,Upgrade
Capital Expenditures,-0.23,-1.14,-2.33,-2.41,-2.01,-5,-4.06,-2.29,-2.8,-4.92,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,17.49,Upgrade
Change in Investments,-297.52,-55.97,-4.91,20.41,-176.13,-143.18,-7.54,-77.08,-34.85,-49.8,Upgrade
Other Investing Activities,0.1,1.13,-3.5,0.47,0.42,1.07,0.83,1.84,1.4,-0.84,Upgrade
Investing Cash Flow,-297.65,-55.98,-10.74,18.48,-177.72,-147.1,-10.77,-77.52,-36.25,-38.07,Upgrade
Dividends Paid,-9.04,-9.04,-9.02,-8.88,-8.82,-8.84,-8.9,-8.97,-9.06,-9.56,Upgrade
Share Issuance / Repurchase,-0.31,0.41,0.25,0.09,0.1,-1.77,-0.47,-2.49,-0.63,0.08,Upgrade
Debt Issued / Paid,124.42,-29.66,-8.12,-145.99,135.09,72.48,-38.42,25.67,14.08,-14.33,Upgrade
Other Financing Activities,-64.86,126.86,170.4,104.1,73.58,51.11,63.33,50.46,8.42,54.02,Upgrade
Financing Cash Flow,50.23,88.56,153.51,-50.68,199.95,112.98,15.53,64.68,12.81,30.21,Upgrade
Net Cash Flow,-223.53,50.5,164.77,-18.15,39.5,-16.43,20.88,2.89,-4.7,9.46,Upgrade
Free Cash Flow,23.67,16.79,19.67,11.64,15.27,12.69,12.05,13.45,15.94,12.41,Upgrade
Free Cash Flow Growth,40.97%,-14.64%,68.95%,-23.74%,20.25%,5.33%,-10.39%,-15.64%,28.48%,-1.23%,Upgrade
Free Cash Flow Margin,36.64%,27.64%,34.05%,19.89%,27.49%,23.47%,23.10%,26.18%,30.48%,25.96%,Upgrade
Free Cash Flow Per Share,3.35,2.38,2.79,1.65,2.17,1.80,1.70,1.88,2.21,1.88,Upgrade
