Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,81.81,87.94,59.5,64.54,59.23,51.49,47.35,46.43,43.25,45.17,Upgrade
Depreciation & Amortization,5.22,5.03,5.35,5.52,3.79,4.01,3.9,3.93,4.31,4.56,Upgrade
Share-Based Compensation,1.37,0.85,0.94,0.86,0.71,0.64,0.56,0.89,1.61,1.27,Upgrade
Other Operating Activities,11.29,21.87,-3.42,12.54,1.76,6.22,9.62,3.73,8.35,39.71,Upgrade
Operating Cash Flow,99.68,115.7,62.38,83.46,65.49,62.35,61.43,54.98,57.53,90.72,Upgrade
Operating Cash Flow Growth,-13.84%,85.47%,-25.26%,27.44%,5.03%,1.51%,11.72%,-4.43%,-36.58%,56.69%,Upgrade
Capital Expenditures,-5.6,-1.54,-1.48,-2.52,-2.74,-2.38,-3.49,-2.01,-2,-2.06,Upgrade
Change in Investments,-275.33,-343.05,-695.07,-34.98,-102.54,-187.79,-88.22,-115.54,-143.29,-122.59,Upgrade
Other Investing Activities,0.92,-14.03,3.02,3.02,4.69,3.57,5.6,9.2,1.21,2.6,Upgrade
Investing Cash Flow,-280.01,-358.62,-693.53,-34.49,-100.59,-186.59,-86.11,-108.35,-144.08,-122.05,Upgrade
Dividends Paid,-29.94,-27.92,-27.14,-26.24,-24.4,-22.98,-22.19,-21.33,-20.57,-24.55,Upgrade
Share Issuance / Repurchase,1.04,0.97,-0.17,1.26,1.23,1.51,2.6,1.89,1.99,6.35,Upgrade
Debt Issued / Paid,-55.7,-84.81,121.5,-0.39,-17.64,-6.29,-99.05,48.48,85.58,-2.05,Upgrade
Other Financing Activities,81.85,328.21,610.51,99.62,42.09,182.56,100.43,106.42,18.42,-49.35,Upgrade
Financing Cash Flow,-2.75,216.45,704.7,74.27,1.28,154.79,-18.21,135.46,85.42,-69.59,Upgrade
Net Cash Flow,-183.07,-26.48,73.55,123.23,-33.82,30.56,-42.9,82.09,-1.12,-100.92,Upgrade
Free Cash Flow,94.09,114.15,60.9,80.94,62.75,59.98,57.94,52.97,55.53,88.66,Upgrade
Free Cash Flow Growth,-17.58%,87.45%,-24.76%,28.98%,4.63%,3.52%,9.37%,-4.60%,-37.37%,65.09%,Upgrade
Free Cash Flow Margin,42.36%,49.65%,32.14%,42.54%,33.39%,33.62%,33.38%,31.09%,32.98%,50.54%,Upgrade
Free Cash Flow Per Share,5.28,6.42,3.43,4.57,3.55,3.40,3.30,3.04,3.21,5.17,Upgrade
