Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,166.24,144.9,67.82,47.33,72.39,38.78,45.32,-16.37,71.32,84.58,Upgrade
Depreciation & Amortization,15.81,14.13,12.69,8.51,8.9,8.99,9.42,11.1,10.2,10.32,Upgrade
Share-Based Compensation,4.19,6.25,2.17,2.13,1.4,1.01,1.27,1.64,1.04,1.82,Upgrade
Other Operating Activities,-21.78,-66.48,-54.22,45.13,38.65,88.8,8.64,86.85,78.58,63.23,Upgrade
Operating Cash Flow,164.46,100.04,34.96,109.62,133.36,151.44,78.51,97.08,175,173.82,Upgrade
Operating Cash Flow Growth,64.38%,186.17%,-68.11%,-17.80%,-11.94%,92.89%,-19.13%,-44.52%,0.68%,245.97%,Upgrade
Capital Expenditures,-26.22,-22.48,-15.21,-10.74,0,-5.9,0,0,-7.88,-8.23,Upgrade
Acquisitions,0,0,-0.4,67.27,0,0,0,0,0,0,Upgrade
Change in Investments,"-1,536.59",-205.42,732.49,734.16,0,153.15,0,0,439.31,738.05,Upgrade
Other Investing Activities,49.87,44.97,40.62,51.48,-,40.05,-,-,128.43,-11.29,Upgrade
Investing Cash Flow,"-1,512.94",-182.93,757.5,842.17,0,187.3,0,0,559.86,718.53,Upgrade
Dividends Paid,-30.09,-19.72,-14.38,-14.38,-12.8,-10.55,-10.14,-17.76,-14.48,-10.79,Upgrade
Share Issuance / Repurchase,-65.02,-49.59,-1.64,1.29,0.51,0,0,-8.75,-16.31,-0.59,Upgrade
Debt Issued / Paid,-36.51,-39.17,-202.94,-264.34,241.41,-465.56,-587.45,-48.42,-287.08,-778.25,Upgrade
Other Financing Activities,6.91,59.44,729.32,-271.67,88.12,112.13,-75.26,-211.91,-464.84,-336.68,Upgrade
Financing Cash Flow,-124.71,-49.04,510.36,-549.1,317.24,-363.98,-672.84,-286.84,-782.7,"-1,126.31",Upgrade
Net Cash Flow,"-1,473.19",-131.93,"1,302.82",402.69,-38.17,-25.24,-26.27,-36.72,-47.84,-233.97,Upgrade
Free Cash Flow,138.24,77.56,19.75,98.88,133.36,145.54,78.51,97.08,167.12,165.59,Upgrade
Free Cash Flow Growth,78.24%,292.73%,-80.03%,-25.86%,-8.37%,85.37%,-19.13%,-41.91%,0.92%,241.55%,Upgrade
Free Cash Flow Margin,23.44%,14.35%,4.49%,32.05%,39.24%,53.96%,26.07%,42.50%,45.77%,46.79%,Upgrade
Free Cash Flow Per Share,2.85,1.51,0.38,1.91,2.60,2.85,1.54,1.89,3.19,3.12,Upgrade
