Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,81.88,98.04,46.57,67.56,53.06,41.79,38.92,37.49,21.01,9.58,Upgrade
Depreciation & Amortization,3.09,-18.63,-0.09,18.11,21.44,11.99,14.12,16.07,14.8,5.95,Upgrade
Share-Based Compensation,3.8,3.67,3.56,3.23,2.74,2.1,1.72,1.42,1.3,1.33,Upgrade
Other Operating Activities,5.7,-13.54,20.29,3.59,13.17,17.63,-0.78,-3.57,14.22,14.04,Upgrade
Operating Cash Flow,94.46,69.53,70.33,92.49,90.41,73.51,53.98,51.4,51.34,30.9,Upgrade
Operating Cash Flow Growth,35.85%,-1.14%,-23.96%,2.30%,22.99%,36.19%,5.03%,0.12%,66.15%,10.81%,Upgrade
Capital Expenditures,-3.91,-2.95,-6.44,-12.95,-23.24,-3.06,-6.06,-1.01,-2.77,-4.51,Upgrade
Acquisitions,0,9.64,0,0,105.97,0,0,0,32.05,18.26,Upgrade
Change in Investments,"-1,207.86",156.68,-532.2,-105.97,-194.19,-236.89,-238.86,-190.41,-150.93,-30.35,Upgrade
Other Investing Activities,3.99,0.39,0.09,-6.39,1.85,-1.44,-8,-25.21,-,-,Upgrade
Investing Cash Flow,"-1,207.78",163.76,-538.55,-125.3,-109.6,-241.39,-252.93,-216.62,-121.65,-16.59,Upgrade
Dividends Paid,-29.49,-28.94,-28.86,-30.91,-25.79,-18.31,-21.57,-15.92,-12.89,-6.67,Upgrade
Share Issuance / Repurchase,-3.2,-22.89,-19,-8.58,-1.57,-0.57,-2.35,-6.99,-1.69,-8.63,Upgrade
Debt Issued / Paid,-4.24,15.16,15.51,-11.32,-109.3,22.62,78.49,-8.97,2.76,13.4,Upgrade
Other Financing Activities,-469.45,783.35,"1,015.31",150.27,214.74,163.41,121.48,202.1,73.37,13.73,Upgrade
Financing Cash Flow,-506.38,746.68,982.97,99.47,78.08,167.15,176.05,170.23,61.55,11.83,Upgrade
Net Cash Flow,"-1,619.7",979.97,514.75,66.66,58.9,-0.73,-22.9,5,-8.76,26.13,Upgrade
Free Cash Flow,90.55,66.58,63.89,79.55,67.17,70.45,47.92,50.39,48.57,26.39,Upgrade
Free Cash Flow Growth,36.00%,4.21%,-19.68%,18.42%,-4.65%,47.03%,-4.91%,3.76%,84.02%,9.86%,Upgrade
Free Cash Flow Margin,36.16%,24.68%,31.61%,34.91%,31.47%,41.27%,30.10%,31.99%,38.15%,35.82%,Upgrade
Free Cash Flow Per Share,2.58,1.87,1.77,2.16,1.91,2.35,1.60,1.68,1.60,1.63,Upgrade
