Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Net Income,22.04,32.88,26.46,16.92,12.81,8.09,6.63,7.87,29.14,10,Upgrade
Depreciation & Amortization,4.62,5.31,6.57,5.55,3.64,3.27,2.95,8.94,9.27,9.96,Upgrade
Share-Based Compensation,2.15,1.95,2.09,1.59,1.49,1.39,0.96,0.74,0.19,0.13,Upgrade
Other Operating Activities,7.38,0.68,-4.96,-14.97,4.55,3.61,5.05,-5.4,-21.34,12.86,Upgrade
Operating Cash Flow,36.19,40.81,30.17,9.09,22.49,16.35,15.59,12.16,17.26,32.96,Upgrade
Operating Cash Flow Growth,-11.32%,35.27%,231.91%,-59.58%,37.54%,4.90%,28.20%,-29.55%,-47.64%,76.65%,Upgrade
Capital Expenditures,-0.9,-0.18,2.79,-1.59,-3.38,-2.11,-12.28,0.37,1.56,-0.68,Upgrade
Acquisitions,0,0,0,29.44,12.41,0,0,-2.21,0,0,Upgrade
Change in Investments,-270.24,-1.84,-292.11,-6.68,-148.11,-143.25,-116.17,-101.76,-0.83,-89,Upgrade
Other Investing Activities,0.14,-,-3.25,-2.71,-0.32,-0.53,-0.44,-3.75,-,-,Upgrade
Investing Cash Flow,-270.99,-2.01,-292.57,18.46,-139.4,-145.89,-128.89,-107.35,0.73,-89.68,Upgrade
Dividends Paid,-8.26,-8.28,-7.61,-6.15,-4.38,-3.49,-2.9,-1.82,0,0,Upgrade
Share Issuance / Repurchase,-14.32,-2.25,-1.77,-1.66,-0.49,0.14,-0.53,-0.62,0.11,0.25,Upgrade
Debt Issued / Paid,98.19,-52.31,-140.43,18.97,1.99,65.36,-1.62,12.1,26.45,27.99,Upgrade
Other Financing Activities,11.31,107.5,481.5,-71.56,178.8,67.06,120.29,82.46,-50.69,-84.65,Upgrade
Financing Cash Flow,86.91,44.65,331.69,-60.41,175.92,129.08,115.24,92.12,-24.14,-56.41,Upgrade
Net Cash Flow,-147.89,83.45,69.3,-32.85,59.01,-0.47,1.93,-3.07,-6.15,-113.13,Upgrade
Free Cash Flow,35.3,40.64,32.96,7.5,19.11,14.24,3.31,12.53,18.81,32.28,Upgrade
Free Cash Flow Growth,-13.14%,23.27%,339.70%,-60.77%,34.21%,330.41%,-73.59%,-33.42%,-41.72%,55.28%,Upgrade
Free Cash Flow Margin,28.83%,35.32%,30.93%,7.73%,26.40%,22.69%,5.90%,23.15%,33.14%,60.85%,Upgrade
Free Cash Flow Per Share,3.31,3.63,2.94,0.67,2.03,1.71,0.40,1.51,2.28,3.98,Upgrade
