Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,360.64,298.3,228.86,279.14,271.89,176.04,175.1,161.11,137.83,113.46,Upgrade
Depreciation & Amortization,19.8,16.12,16.51,15.12,7.31,7.27,7.49,7.57,7.87,11.35,Upgrade
Share-Based Compensation,7.83,6.81,6.41,7.35,7.97,5.73,4.96,10.3,5.48,5.72,Upgrade
Other Operating Activities,79.11,13.09,68.18,133.37,49.37,59.83,46.85,-2.28,-1.1,-25.14,Upgrade
Operating Cash Flow,467.39,334.32,319.96,434.98,336.54,248.87,234.4,176.7,150.07,115.07,Upgrade
Operating Cash Flow Growth,39.80%,4.49%,-26.44%,29.25%,35.22%,6.17%,32.66%,17.74%,30.41%,-30.08%,Upgrade
Capital Expenditures,-3.39,-3.73,-5.78,-7.13,-6.67,2.41,-3.51,-2.92,-4.78,-6.18,Upgrade
Acquisitions,-73.88,0,0,0,0,-1.39,0,6.57,0,0,Upgrade
Change in Investments,"-1,776.17",-858.95,-236.43,"-1,374.54","-1,127.66",-905.01,-849.98,"-1,181.23",-454.58,-305.62,Upgrade
Other Investing Activities,4.01,2.75,-,-,-,-,-,-,-,-,Upgrade
Investing Cash Flow,"-1,849.43",-859.92,-242.2,"-1,381.67","-1,134.33",-903.99,-853.49,"-1,177.57",-459.36,-311.81,Upgrade
Dividends Paid,-100.96,-99.32,-98.69,-99.13,-83.43,-69.89,-59.27,-45.28,-23.1,-12.61,Upgrade
Share Issuance / Repurchase,-137.6,-163.54,-13.82,-32.94,-38.99,3.62,-44.5,-50.22,2.98,15.36,Upgrade
Debt Issued / Paid,465,-130,-553.35,84.62,-23.04,-125,25,-200,-447.65,-125,Upgrade
Other Financing Activities,-131.71,"1,947.1","1,415.4",987.63,"1,008.73",196.1,"1,165.94","1,299.68",800.15,327.82,Upgrade
Financing Cash Flow,94.74,"1,554.23",749.55,940.18,863.28,4.83,"1,087.16","1,004.17",332.37,205.57,Upgrade
Net Cash Flow,"-1,287.3","1,028.63",827.3,-6.51,65.49,-650.28,468.07,3.3,23.08,8.84,Upgrade
Free Cash Flow,464,330.59,314.18,427.85,329.87,251.28,230.89,173.78,145.29,108.89,Upgrade
Free Cash Flow Growth,40.36%,5.22%,-26.57%,29.70%,31.27%,8.83%,32.86%,19.61%,33.43%,-32.56%,Upgrade
Free Cash Flow Margin,59.80%,49.46%,58.46%,68.27%,54.79%,47.01%,49.45%,41.00%,36.87%,28.06%,Upgrade
Free Cash Flow Per Share,6.24,4.22,3.95,5.35,4.07,3.13,2.92,2.16,1.82,1.38,Upgrade
