Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Net Income,49.86,40.83,37.48,36.28,29.33,26.53,24.66,23.36,21.8,22.18,Upgrade
Depreciation & Amortization,7.83,6.87,5.5,4.75,5.4,5.94,6.29,7.04,8.87,8.86,Upgrade
Share-Based Compensation,0.48,0.47,0.62,0.6,0.46,0.29,0.31,0.36,0.37,0.42,Upgrade
Other Operating Activities,10.04,-5.85,0.35,0.35,2.64,1.93,-2.34,-0.12,5.64,1,Upgrade
Operating Cash Flow,68.21,42.31,43.94,41.98,37.83,34.7,28.93,30.64,36.67,32.46,Upgrade
Operating Cash Flow Growth,61.19%,-3.71%,4.69%,10.97%,9.03%,19.94%,-5.60%,-16.45%,12.98%,-10.05%,Upgrade
Capital Expenditures,-5.59,-2.65,-6.27,-3.28,-1.19,0.55,0.28,-0.23,-0.44,-6.81,Upgrade
Acquisitions,0,0,0,0.1,0.1,0.07,0.13,-0.08,-0.08,-0.08,Upgrade
Change in Investments,-269.01,-172.66,-185.96,-224.59,-147.47,-158.41,-229.95,-62.14,-148.5,-58.76,Upgrade
Other Investing Activities,-,-12,-,-,-,-,-,-5.25,-,-,Upgrade
Investing Cash Flow,-274.6,-187.32,-192.23,-227.77,-148.57,-157.79,-229.54,-67.69,-149.02,-65.65,Upgrade
Dividends Paid,-16.3,-15.74,-15.21,-14.39,-13.6,-13.09,-12.7,-12.41,-12.11,-11.82,Upgrade
Share Issuance / Repurchase,1.16,1.49,1.59,2.42,0.12,2.5,0.8,-0.51,1.3,-0.47,Upgrade
Debt Issued / Paid,-17.53,-148.65,-122.59,108.69,11.13,53.66,89.75,-14.36,13.1,-36.62,Upgrade
Other Financing Activities,315.77,618.67,270.47,100.47,128.57,86.31,127.53,60.64,111.2,87.18,Upgrade
Financing Cash Flow,283.1,455.77,134.27,197.2,126.22,129.38,205.39,33.37,113.49,38.28,Upgrade
Net Cash Flow,76.71,310.77,-14.02,11.4,15.48,6.29,4.77,-3.69,1.15,5.1,Upgrade
Free Cash Flow,62.62,39.66,37.67,38.7,36.63,35.25,29.21,30.41,36.23,25.65,Upgrade
Free Cash Flow Growth,57.88%,5.28%,-2.66%,5.65%,3.94%,20.68%,-3.96%,-16.06%,41.24%,-18.53%,Upgrade
Free Cash Flow Margin,43.96%,32.36%,32.89%,35.07%,35.72%,36.20%,31.51%,34.73%,43.09%,30.65%,Upgrade
Free Cash Flow Per Share,3.79,2.42,2.31,2.39,2.27,2.20,1.84,1.92,2.30,1.64,Upgrade
