Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,109.74,115.44,47.64,87.72,83.06,50.52,52.36,49.78,43.29,36.02,Upgrade
Depreciation & Amortization,6.03,5.79,5.49,6.86,7.38,7.23,7.08,7.07,7.02,6.29,Upgrade
Share-Based Compensation,3.06,2.37,2.36,2.68,2.55,2.31,1.84,1.28,1.21,1.39,Upgrade
Other Operating Activities,1.93,9.61,57.01,5.46,30.04,24.89,16.64,6.47,32.77,30.32,Upgrade
Operating Cash Flow,120.76,133.21,112.49,102.72,123.03,84.95,77.93,64.6,84.29,74.02,Upgrade
Operating Cash Flow Growth,-9.35%,18.42%,9.51%,-16.51%,44.83%,9.00%,20.63%,-23.35%,13.88%,24.79%,Upgrade
Capital Expenditures,-7.39,-4.79,-2.91,-5,-3.35,-11.56,-5.26,-4.78,-5.81,-16.18,Upgrade
Acquisitions,0,0,0,0,-24.66,0,0,0,0,0,Upgrade
Change in Investments,-552.14,126.29,-697.06,-400.51,-562.2,-376.18,-426.06,-234.2,-535.66,-250.48,Upgrade
Other Investing Activities,1.83,9.62,4.44,6.48,2.19,3.76,3.53,7.15,12.32,11.86,Upgrade
Investing Cash Flow,-557.69,131.11,-695.53,-399.02,-588.02,-383.97,-427.8,-231.82,-529.16,-254.81,Upgrade
Dividends Paid,-40.08,-37.46,-36.4,-35.11,-31.44,-27.04,-25.37,-24.97,-23.88,-23.84,Upgrade
Share Issuance / Repurchase,-13.78,-9.98,-20,-1.87,-9.51,83.41,0.3,0,0,0,Upgrade
Debt Issued / Paid,"1,075.18",-463.08,-82.66,-17.95,-100.44,-22.41,63.47,-140.78,316.57,-38.11,Upgrade
Other Financing Activities,-529.17,139.01,"1,079.22",339.44,634.96,258.4,303.63,345.73,122.39,218.15,Upgrade
Financing Cash Flow,492.15,-371.51,940.17,284.51,493.57,292.38,342.03,179.98,415.09,156.2,Upgrade
Net Cash Flow,55.22,-107.18,357.13,-11.79,28.58,-6.65,-7.83,12.77,-29.78,-24.59,Upgrade
Free Cash Flow,113.37,128.42,109.58,97.72,119.68,73.39,72.67,59.83,78.48,57.83,Upgrade
Free Cash Flow Growth,-11.72%,17.20%,12.13%,-18.35%,63.07%,0.99%,21.46%,-23.76%,35.69%,62.24%,Upgrade
Free Cash Flow Margin,35.49%,40.49%,49.16%,35.73%,44.66%,31.05%,33.65%,28.89%,39.09%,31.97%,Upgrade
Free Cash Flow Per Share,1.47,1.65,1.39,1.23,1.50,0.99,1.03,0.85,1.12,0.83,Upgrade
