Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,19.54,18.66,11.82,10.21,11.92,7.54,7.18,6,4.84,3.12,Upgrade
Depreciation & Amortization,11.63,8.63,5.86,2.9,1.84,3.1,3.22,3.45,2.91,4.19,Upgrade
Share-Based Compensation,1.74,0.6,0.03,0.03,0.01,0,0,0,0,0,Upgrade
Other Operating Activities,16.83,8.22,-36.8,-9.26,1.15,1.7,1.5,2.24,4.33,10.05,Upgrade
Operating Cash Flow,49.74,36.1,-19.09,3.88,14.92,12.55,13.39,14.07,14.77,18.87,Upgrade
Operating Cash Flow Growth,37.77%,-,-,-74.01%,18.91%,-6.30%,-4.83%,-4.74%,-21.75%,-17.26%,Upgrade
Capital Expenditures,-2.38,-4.29,-3.21,-2.8,-2.74,-1.31,-3.17,-3.16,-1.67,-1.49,Upgrade
Acquisitions,0,33.3,0,-0.47,-10.04,0,0,0,0,0,Upgrade
Change in Investments,-446.86,-239.46,-120.25,9.58,3.46,-31.52,-32.2,-53.04,-0.96,-23.29,Upgrade
Other Investing Activities,1.01,2.11,-6.81,0.48,-,-,-,-,-,-10,Upgrade
Investing Cash Flow,-448.23,-208.33,-130.27,6.8,-9.32,-32.83,-35.37,-56.2,-2.63,-34.77,Upgrade
Dividends Paid,-7.16,-4.46,-3.8,-2.69,-1.69,-0.84,0,0,0,0,Upgrade
Share Issuance / Repurchase,58.93,0,0,0,0,0,0,0,0,0,Upgrade
Debt Issued / Paid,114.01,-107.79,81.29,16.56,-3.5,1.5,6,0,0,5,Upgrade
Other Financing Activities,116.16,298.21,151.29,19.39,1.93,13.95,22.55,19.78,-13.72,7.84,Upgrade
Financing Cash Flow,281.93,185.95,228.77,33.26,-3.26,14.61,28.55,19.78,-13.72,12.84,Upgrade
Net Cash Flow,-116.55,13.73,79.41,43.94,2.34,-5.68,6.57,-22.35,-1.58,-3.06,Upgrade
Free Cash Flow,47.37,31.82,-22.3,1.08,12.18,11.24,10.22,10.91,13.1,17.38,Upgrade
Free Cash Flow Growth,48.86%,-,-,-91.11%,8.36%,9.98%,-6.31%,-16.75%,-24.64%,-20.85%,Upgrade
Free Cash Flow Margin,42.17%,31.26%,-30.58%,1.78%,24.25%,23.22%,21.93%,23.77%,28.61%,41.81%,Upgrade
Free Cash Flow Per Share,2.75,2.83,-2.35,0.12,1.44,1.33,1.21,1.29,1.55,2.06,Upgrade
