Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Net Income,92.53,118.66,-533.33,96.49,104.85,55.03,58.67,49.52,33.74,41.14,Upgrade
Depreciation & Amortization,14.71,16.24,18.1,16.7,15.38,12.99,11.32,12.16,13.1,12.39,Upgrade
Share-Based Compensation,7.34,4.17,4.73,4.81,4.76,5.1,4.52,4.52,3.74,1.51,Upgrade
Other Operating Activities,8.65,-33.59,737.83,-7.44,96.35,4.75,23.64,20.09,5.24,72.37,Upgrade
Operating Cash Flow,123.23,105.48,227.64,111.53,222.25,78.09,98.14,86.29,55.82,127.41,Upgrade
Operating Cash Flow Growth,16.83%,-53.67%,104.12%,-49.82%,184.61%,-20.43%,13.74%,54.57%,-56.19%,344.65%,Upgrade
Capital Expenditures,-1.5,-1.61,-7.21,-10.57,-9.35,-11.26,-8.88,-5.08,-6.14,-13.1,Upgrade
Acquisitions,0,-352.81,0,110.77,0,374.61,-48.18,62.61,423.42,0,Upgrade
Change in Investments,"-1,274.2",952.41,647.51,"1,100.24",-852.65,-631.87,-150.8,-514.43,-791.37,-495.69,Upgrade
Other Investing Activities,2.31,2.57,0.81,2.14,0.48,-14.39,0.26,2.41,4.78,-6.4,Upgrade
Investing Cash Flow,"-1,273.38",600.55,641.1,"1,202.58",-861.52,-282.9,-207.6,-454.49,-369.3,-515.19,Upgrade
Dividends Paid,-24.53,-24.55,-36.56,-45.11,-40.88,-33.24,-24.92,-21.9,-18.08,-18.12,Upgrade
Share Issuance / Repurchase,-124.25,-68.3,0.19,-52.56,0.33,153.31,3.71,-0.31,-1.4,-9.2,Upgrade
Debt Issued / Paid,14.11,-462.06,-256.37,-843.8,380.54,-196.42,-0.56,-53.76,-11.78,616.02,Upgrade
Other Financing Activities,342.36,-81.19,402.05,24,233.7,416.85,140.73,475.99,340.96,-223.62,Upgrade
Financing Cash Flow,207.7,-636.1,109.3,-917.47,573.69,340.5,118.97,400.01,309.7,365.08,Upgrade
Net Cash Flow,-942.45,69.93,978.05,396.64,-65.57,135.69,9.51,31.81,-3.79,-22.71,Upgrade
Free Cash Flow,121.74,103.87,220.43,100.96,212.91,66.84,89.27,81.21,49.69,114.31,Upgrade
Free Cash Flow Growth,17.20%,-52.88%,118.34%,-52.58%,218.55%,-25.13%,9.92%,63.44%,-56.53%,1040.34%,Upgrade
Free Cash Flow Margin,29.44%,23.91%,57.54%,22.47%,49.45%,18.30%,29.94%,30.29%,21.94%,50.36%,Upgrade
Free Cash Flow Per Share,2.67,2.11,4.38,2.05,4.63,1.69,2.88,2.86,2.01,4.61,Upgrade
