Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1991
Net Income,"3,248","3,024","2,339","2,123","1,958","1,496","2,106","1,156",-115,"1,376",Upgrade
Depreciation & Amortization,"1,013",178,206,204,206,180,181,157,134,137,Upgrade
Share-Based Compensation,214,122,90,78,94,99,76,78,100,96,Upgrade
Other Operating Activities,"-1,872",274,932,371,-194,241,-803,"-1,164","1,108","-1,058",Upgrade
Operating Cash Flow,"2,603","3,598","3,567","2,776","2,064","2,016","1,560",227,"1,227",551,Upgrade
Operating Cash Flow Growth,-27.65%,0.87%,28.49%,34.50%,2.38%,29.23%,587.22%,-81.50%,122.69%,-56.51%,Upgrade
Capital Expenditures,-89,-35,-76,-115,-113,-123,-115,-139,-92,-117,Upgrade
Acquisitions,"3,719",-83,-183,-6,-395,-81,"1,287","-2,382",12,4,Upgrade
Change in Investments,-2,-2,19,-10,-5,-5,-1,-4,15,-17,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,320,"2,129",Upgrade
Investing Cash Flow,"3,628",-120,-240,-131,-513,-209,"1,171","-2,525",255,"1,999",Upgrade
Dividends Paid,"-1,024",-743,-645,-560,-503,-421,-380,-363,-326,-308,Upgrade
Share Issuance / Repurchase,"-11,997",13,"-1,148","-1,200","-1,626",-926,"-1,035",-888,-169,-720,Upgrade
Debt Issued / Paid,"1,665",0,-118,218,86,0,-71,"2,817",0,-457,Upgrade
Other Financing Activities,30,-283,-255,-209,-245,-160,-176,-217,33,-283,Upgrade
Financing Cash Flow,"-11,326","-1,013","-2,166","-1,751","-2,288","-1,507","-1,662","1,349",-462,"-1,768",Upgrade
Net Cash Flow,"-5,218","2,383","1,236",928,-821,387,911,"-1,016",955,782,Upgrade
Free Cash Flow,"2,514","3,563","3,491","2,661","1,951","1,893","1,445",88,"1,135",434,Upgrade
Free Cash Flow Growth,-29.44%,2.06%,31.19%,36.39%,3.06%,31.00%,1542.05%,-92.25%,161.52%,-62.94%,Upgrade
Free Cash Flow Margin,22.48%,42.94%,46.91%,39.72%,31.18%,31.22%,25.53%,1.66%,22.47%,9.23%,Upgrade
Free Cash Flow Per Share,7.93,14.80,14.48,10.84,7.78,7.39,5.50,0.32,4.18,1.58,Upgrade
