Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,166.3,235.11,96.95,116.43,100.86,53.21,48.25,45.36,38.2,44.42,Upgrade
Depreciation & Amortization,11.91,14.52,19.87,13.4,12.52,7.98,7.96,7.31,7.16,8.02,Upgrade
Share-Based Compensation,7.24,3.45,3.72,3.13,2.94,3.97,2.26,2.33,1.45,1.69,Upgrade
Other Operating Activities,30.88,-36.68,21.44,-33.02,31.32,4.26,32.03,-3.81,6.86,42.01,Upgrade
Operating Cash Flow,216.32,216.4,141.98,99.94,147.65,69.42,90.5,51.18,53.66,96.14,Upgrade
Operating Cash Flow Growth,-0.04%,52.41%,42.06%,-32.31%,112.69%,-23.30%,76.83%,-4.63%,-44.18%,82.12%,Upgrade
Capital Expenditures,-14.59,-11.49,-5.04,-5.15,-10.4,-7.44,-5.8,-8.57,-8.56,-2.37,Upgrade
Acquisitions,23.82,0,53.52,0,32.49,0,-1.35,0,0,0,Upgrade
Change in Investments,"-1,628.76",319.07,"-1,248.73",-236.45,-528.24,-386.18,-417.24,-285.46,-254.26,-238.6,Upgrade
Other Investing Activities,0.34,0.68,0.06,0.32,1.15,1.28,1.39,2.11,0.49,7.78,Upgrade
Investing Cash Flow,"-1,619.2",308.26,"-1,200.2",-241.28,-505,-392.35,-422.99,-291.92,-262.34,-233.19,Upgrade
Dividends Paid,-61.37,-60.35,-53.18,-42.27,-39.28,-25.13,-23.68,-22.4,-19.22,-16.13,Upgrade
Share Issuance / Repurchase,-22.8,-101.51,-23.71,-22.85,1.4,1.2,-11.69,-21.45,-0.52,0.15,Upgrade
Debt Issued / Paid,930.88,-834.15,16.13,-273.66,44.61,-59.93,115.97,64.71,60.59,176.86,Upgrade
Other Financing Activities,328.37,594.37,"1,269.87",524.74,339.62,385.17,313.13,196.53,189.61,-35.81,Upgrade
Financing Cash Flow,"1,175.09",-401.64,"1,209.12",185.96,346.34,301.31,393.74,217.4,230.46,125.07,Upgrade
Net Cash Flow,-227.79,123.02,150.9,44.62,-11.02,-21.63,61.24,-23.34,21.79,-11.98,Upgrade
Free Cash Flow,201.73,204.91,136.94,94.8,137.25,61.98,84.7,42.61,45.1,93.78,Upgrade
Free Cash Flow Growth,-1.55%,49.63%,44.46%,-30.93%,121.45%,-26.83%,98.79%,-5.53%,-51.91%,93.72%,Upgrade
Free Cash Flow Margin,42.06%,35.81%,36.02%,28.56%,43.92%,28.56%,43.43%,23.32%,25.54%,52.53%,Upgrade
Free Cash Flow Per Share,4.52,4.49,2.91,2.66,3.86,2.58,3.55,1.75,1.80,3.75,Upgrade
