Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,135.52,110.34,21.04,98.23,105.33,72.97,71.39,67.08,57.91,50.54,Upgrade
Depreciation & Amortization,9.03,11.48,12.07,11.72,7.3,2.5,3.63,0.36,4.7,5.33,Upgrade
Share-Based Compensation,3.19,2.43,0.72,2.44,1.89,3.01,2.54,1.58,0.96,0.59,Upgrade
Other Operating Activities,92.7,90.6,17.72,26.02,13.49,35.76,19.24,-8.44,14.53,29.61,Upgrade
Operating Cash Flow,240.43,214.85,51.55,138.42,128.02,114.24,96.81,60.58,78.1,86.08,Upgrade
Operating Cash Flow Growth,11.91%,316.77%,-62.76%,8.13%,12.06%,18.01%,59.79%,-22.43%,-9.26%,2.61%,Upgrade
Capital Expenditures,-3.7,-3.6,-5.39,-5.08,-4.04,-4.27,-3.5,-4.67,-4.98,-2.19,Upgrade
Acquisitions,0,0,0,63.76,4.54,4.4,0,-16.35,0,4.75,Upgrade
Change in Investments,-395.1,16.48,-153.81,-269.23,-202.47,-212.55,-613.15,-395,-432.07,-312.24,Upgrade
Other Investing Activities,0.21,0.35,-,-,-,-,-,10.28,-,-,Upgrade
Investing Cash Flow,-398.59,13.24,-159.2,-210.56,-201.96,-212.42,-616.65,-405.74,-437.05,-309.68,Upgrade
Dividends Paid,-46.95,-44.33,-43.95,-37.36,-34.54,-28.57,-26.78,-24.49,-20.2,-18.14,Upgrade
Share Issuance / Repurchase,-8.45,-0.63,-13.15,-19.14,-12.91,-0.69,-0.12,-0.31,-0.43,-0.09,Upgrade
Debt Issued / Paid,277.82,-66.67,-188.23,-224.43,-78.77,-88.08,190.42,112.92,144.39,-21.03,Upgrade
Other Financing Activities,-776.48,576.09,384.83,395.4,238.5,193.19,396.42,246.85,236.42,33.5,Upgrade
Financing Cash Flow,-554.05,464.46,139.49,114.47,112.28,75.85,559.94,334.97,360.17,-5.75,Upgrade
Net Cash Flow,-712.21,692.55,31.84,42.33,38.34,-22.33,40.09,-10.18,1.22,-229.36,Upgrade
Free Cash Flow,236.73,211.26,46.16,133.34,123.98,109.96,93.3,55.92,73.12,83.89,Upgrade
Free Cash Flow Growth,12.06%,357.67%,-65.38%,7.55%,12.75%,17.86%,66.86%,-23.53%,-12.83%,2.48%,Upgrade
Free Cash Flow Margin,64.74%,65.08%,22.22%,46.87%,46.15%,41.14%,38.89%,24.50%,37.95%,45.99%,Upgrade
Free Cash Flow Per Share,6.07,5.37,1.17,3.89,3.54,3.14,2.67,1.61,2.45,2.82,Upgrade
