Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,13.45,13.1,8.25,7.96,7.41,4.92,5.23,2.55,6.27,7.95,Upgrade
Depreciation & Amortization,0.71,0.78,0.82,0.86,0.76,0.69,0.68,0.4,0.32,0.3,Upgrade
Share-Based Compensation,0.29,0.32,0.32,0.38,0.48,0.54,0.34,0.41,0.31,0.06,Upgrade
Other Operating Activities,-8.59,8.02,6.46,4.73,7.67,8.11,1.63,3.33,-1.24,1.65,Upgrade
Operating Cash Flow,5.86,22.22,15.84,13.94,16.32,14.24,7.87,7.01,6.44,11,Upgrade
Operating Cash Flow Growth,-73.65%,40.25%,13.68%,-14.61%,14.59%,80.98%,12.24%,8.90%,-41.45%,9.05%,Upgrade
Capital Expenditures,-0.24,-0.21,-0.34,-2.15,-1.56,-2.34,-1.62,-0.37,-0.39,-0.22,Upgrade
Change in Investments,-73.04,-42.02,-88.73,-9.24,-36.98,-115.09,-91.34,-50.05,-21.6,-20.91,Upgrade
Other Investing Activities,0.38,-,-2.5,0.84,0.48,0.42,-0.51,0.54,5.21,3.77,Upgrade
Investing Cash Flow,-72.89,-42.22,-91.57,-10.54,-38.06,-117.01,-93.46,-49.88,-16.78,-17.35,Upgrade
Dividends Paid,-2.57,-2.31,-1.65,-1.82,-1.58,-1.26,-1.1,-0.9,-0.33,0,Upgrade
Share Issuance / Repurchase,0.97,1.2,0,-0.76,-0.12,0.49,-1.12,-0.01,0.05,0.02,Upgrade
Debt Issued / Paid,0,-15,40,-10,18.16,27.84,18.5,0.5,-20.03,-4,Upgrade
Other Financing Activities,-75.05,183.95,15.25,34.93,16.32,87.45,67.9,59.85,30.13,1.92,Upgrade
Financing Cash Flow,-76.65,167.84,53.6,22.35,32.78,114.52,84.18,59.43,9.82,-2.06,Upgrade
Net Cash Flow,-143.69,147.84,-22.12,25.75,11.05,11.75,-1.4,16.56,-0.52,-8.41,Upgrade
Free Cash Flow,5.62,22.01,15.51,11.79,14.76,11.91,6.25,6.64,6.05,10.78,Upgrade
Free Cash Flow Growth,-74.48%,41.98%,31.49%,-20.09%,23.93%,90.41%,-5.83%,9.86%,-43.94%,10.02%,Upgrade
Free Cash Flow Margin,11.24%,47.54%,39.48%,30.93%,40.70%,34.02%,19.92%,20.57%,18.85%,38.09%,Upgrade
Free Cash Flow Per Share,0.64,2.57,1.83,1.39,1.78,1.46,0.77,0.81,0.74,1.54,Upgrade
