Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,"3,060","3,934","2,404","2,618","2,522","2,149","2,485","2,185","1,762",942,Upgrade
Other Operating Activities,"1,181","-5,892","4,755",-239,"1,218",-258,"1,087","2,176",-69,-315,Upgrade
Operating Cash Flow,"4,311","-1,857","7,253","2,474","3,834","1,984","3,668","4,461","1,804",627,Upgrade
Operating Cash Flow Growth,-,-,193.17%,-35.47%,93.25%,-45.91%,-17.78%,147.28%,187.72%,-16.73%,Upgrade
Capital Expenditures,71,-81,-158,-114,-85,-182,-131,-106,63,-67,Upgrade
Acquisitions,"-2,675",-59,-441,-148,-64,-182,"-1,682",-581,-15,-150,Upgrade
Other Investing Activities,-259,-663,-287,-168,-131,25,-80,-36,-61,-22,Upgrade
Investing Cash Flow,"-2,863",-803,-886,-430,-280,-339,"-1,893",-723,-13,-239,Upgrade
Dividends Paid,"-1,671","-1,428","-1,360","-1,318","-1,227","-1,155","-1,074",-921,-886,-799,Upgrade
Share Issuance / Repurchase,6,36,-182,-569,-628,-160,39,-168,28,97,Upgrade
Debt Issued / Paid,"1,862","1,338",-560,-223,-440,-447,-217,280,-511,-21,Upgrade
Other Financing Activities,-268,-206,-210,-253,-271,-257,-291,-297,-571,-323,Upgrade
Financing Cash Flow,-71,-260,"-2,312","-2,363","-2,566","-2,019","-1,543","-1,106","-1,940","-1,046",Upgrade
Net Cash Flow,"1,679","-2,955","3,963",-509,"1,238",-553,-3,"3,148",40,-507,Upgrade
Free Cash Flow,"4,382","-1,938","7,095","2,360","3,749","1,802","3,537","4,355","1,867",560,Upgrade
Free Cash Flow Growth,-,-,200.64%,-37.05%,108.05%,-49.05%,-18.78%,133.26%,233.39%,-2.10%,Upgrade
Free Cash Flow Margin,18.79%,-5.43%,16.37%,5.95%,13.89%,6.14%,12.38%,22.60%,7.25%,4.04%,Upgrade
Free Cash Flow Per Share,7.48,-3.31,12.07,3.94,6.14,2.94,5.80,7.15,3.06,0.95,Upgrade
