Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,8.96,7.59,4.98,5.61,5.3,2.92,3.29,3.69,3.41,3.06,Upgrade
Depreciation & Amortization,2.61,2.06,2.03,1.67,0.93,0.81,0.77,0.77,0.76,0.72,Upgrade
Share-Based Compensation,0,0.11,0.11,0.11,0,0,0,0,0,0,Upgrade
Other Operating Activities,-2.26,6.6,-1.92,-1.79,2.34,2.98,-1.27,-1.11,1.46,1.01,Upgrade
Operating Cash Flow,9.31,16.35,5.2,5.59,8.57,6.72,2.79,3.35,5.63,4.79,Upgrade
Operating Cash Flow Growth,-43.04%,214.46%,-7.03%,-34.77%,27.63%,141.18%,-16.79%,-40.50%,17.41%,-5.11%,Upgrade
Capital Expenditures,-1.16,-2.91,-1.75,-4.4,-2.3,-1.96,-1.71,-1.54,-1.34,-0.81,Upgrade
Acquisitions,-0.82,-10.4,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-86.15,-49.72,-58.43,-48.13,-36.47,-44.75,-42.9,-48.75,-28.95,-20.89,Upgrade
Other Investing Activities,-,-2,-1.88,-,-,-,-2.6,-,-,-,Upgrade
Investing Cash Flow,-88.13,-65.03,-62.05,-52.53,-38.77,-46.71,-47.21,-50.29,-30.29,-21.7,Upgrade
Dividends Paid,-1.37,-1.27,-1.22,-1.23,-1.05,-1.05,-1.05,-0.8,-0.51,0,Upgrade
Share Issuance / Repurchase,-1.4,-0.44,-0.28,-0.32,0,0,0,10.73,0.07,0.09,Upgrade
Debt Issued / Paid,-0.89,10.57,4.61,-0.16,0,5,-10,-15.19,9.08,4.11,Upgrade
Other Financing Activities,-38.92,122.09,115.51,37.42,44.55,44.38,55.5,68.11,12.1,-11.62,Upgrade
Financing Cash Flow,-42.57,130.95,118.63,35.72,43.5,48.33,44.45,62.85,20.74,-7.42,Upgrade
Net Cash Flow,-121.39,82.27,61.78,-11.21,13.31,8.34,0.03,15.91,-3.93,-24.33,Upgrade
Free Cash Flow,8.15,13.44,3.45,1.19,6.27,4.76,1.08,1.81,4.28,3.99,Upgrade
Free Cash Flow Growth,-39.35%,289.79%,188.78%,-80.96%,31.82%,341.37%,-40.44%,-57.74%,7.48%,-13.93%,Upgrade
Free Cash Flow Margin,18.59%,34.65%,10.27%,3.82%,22.65%,19.50%,4.81%,8.41%,21.48%,21.05%,Upgrade
Free Cash Flow Per Share,1.74,2.83,0.72,0.25,1.30,0.99,0.22,0.48,1.16,1.08,Upgrade
