Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Net Income,"10,764","21,151","8,915","7,897","9,860","3,685","7,087","5,568","8,077","7,726",Upgrade
Depreciation & Amortization,"2,455","2,015","1,902","1,704","1,328","1,152",998,991,"1,337","1,322",Upgrade
Share-Based Compensation,"4,083","2,348","1,920","2,018","1,831","1,769","2,111","2,272","2,085","2,015",Upgrade
Other Operating Activities,"-9,091","-19,700","-31,816","11,680","2,946","-27,696","-4,013",135,"-19,831","-6,834",Upgrade
Operating Cash Flow,"8,708","6,298","-18,535","23,868","16,564","-20,489","6,494","9,481","-7,932","4,543",Upgrade
Operating Cash Flow Growth,38.27%,-,-,44.10%,-,-,-31.51%,-,-,-64.73%,Upgrade
Capital Expenditures,"-1,042",-734,"-3,339","-1,811","-4,271","-2,610","-2,484","-1,605",-648,-644,Upgrade
Acquisitions,"-2,115",0,-231,-803,-162,"-2,383","14,922","-1,808","-1,732","-2,274",Upgrade
Change in Investments,"-72,803","-29,731","-30,786","-21,622","-14,387","-21,384","-2,763","-15,161","-12,529","-5,810",Upgrade
Investing Cash Flow,"-75,960","-30,465","-34,356","-24,236","-18,820","-26,377","9,675","-18,574","-14,909","-8,728",Upgrade
Dividends Paid,"-3,682","-2,725","-2,336","-2,104","-1,810","-1,769","-1,706","-1,681","-1,454","-1,302",Upgrade
Share Issuance / Repurchase,"-3,500","-5,200","-1,928","-5,335","-3,256","-6,768","-6,072","-3,878","-5,347","-6,111",Upgrade
Debt Issued / Paid,"38,147","39,131","6,703","-24,008","7,086","29,131","7,533","17,685","10,194","-2,584",Upgrade
Other Financing Activities,"28,637","103,532","67,941","34,814","20,732","14,612","12,348","15,381","15,606","2,646",Upgrade
Financing Cash Flow,"59,602","134,738","70,380","3,367","22,752","35,206","12,103","27,507","18,999","-7,351",Upgrade
Net Cash Flow,"-19,211","105,194","22,296","2,999","20,496","-11,660","28,272","18,414","-3,842","-11,536",Upgrade
Free Cash Flow,"7,666","5,564","-21,874","22,057","12,293","-23,099","4,010","7,876","-8,580","3,899",Upgrade
Free Cash Flow Growth,37.78%,-,-,79.43%,-,-,-49.09%,-,-,-67.42%,Upgrade
Free Cash Flow Margin,16.18%,9.38%,-49.09%,60.35%,33.57%,-70.57%,13.02%,23.29%,-24.85%,11.40%,Upgrade
Free Cash Flow Per Share,21.77,15.87,-61.38,59.36,31.90,-57.52,9.38,17.55,-18.70,8.27,Upgrade
