Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,-23.4,7.56,0.37,-18.55,112.28,-47.86,-25.36,-486,-0.68,9.73,Upgrade
Depreciation & Amortization,10.7,11.02,11.47,8.29,5.71,6.73,11.95,6.45,8.56,2.21,Upgrade
Share-Based Compensation,0,2.5,0,0,0.07,2.88,0,0,0.42,0,Upgrade
Other Operating Activities,43.34,-27.72,-33.11,0.46,-125.25,35.05,113.28,377.5,-5.34,5.92,Upgrade
Operating Cash Flow,30.64,-6.64,-21.27,-9.81,-7.19,-3.2,99.87,-102.05,2.96,17.86,Upgrade
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-83.43%,-,Upgrade
Capital Expenditures,2.17,-0.97,4.34,-0.72,0.82,4.78,-0.2,-8.05,-29.65,-1.65,Upgrade
Acquisitions,0,0,-0.87,-1.9,-0.83,-8.43,24.87,0,-74.14,-6.6,Upgrade
Change in Investments,-6.85,0,-0.27,-0.84,-1.2,0.66,10.47,0.43,-1.5,7.25,Upgrade
Other Investing Activities,-,-,0.22,-6.74,-0.08,-0.51,0.35,-2.34,-13.54,-7.08,Upgrade
Investing Cash Flow,-4.68,-0.97,3.42,-10.2,-1.28,-3.49,35.48,-9.96,-118.82,-8.08,Upgrade
Dividends Paid,-16.93,0,0,0,0,0,0,-4.39,-12.49,-15.35,Upgrade
Share Issuance / Repurchase,0.41,0,0,0.23,0,0,0,0,0.26,0,Upgrade
Debt Issued / Paid,-0.35,-0.42,-0.45,34.56,0,-42.25,-165.59,-63.05,84.33,106.06,Upgrade
Other Financing Activities,-0.32,-,-0.05,-,-0.86,-0.47,-1.68,-1.24,-1.03,-41.86,Upgrade
Financing Cash Flow,-17.19,-0.42,-0.5,34.79,-0.86,-42.72,-167.28,-68.67,71.07,48.85,Upgrade
Net Cash Flow,8.84,-8.68,-14.72,10.51,-7.11,-45.81,-69.47,-145.06,-8.41,80.91,Upgrade
Free Cash Flow,32.81,-7.61,-16.93,-10.53,-6.37,1.59,99.67,-110.1,-26.69,16.22,Upgrade
Free Cash Flow Growth,-,-,-,-,-,-98.41%,-,-,-,-,Upgrade
Free Cash Flow Margin,51.51%,-10.67%,-28.49%,-9.29%,-4.56%,0.58%,8.81%,-6.76%,-1.90%,2.61%,Upgrade
Free Cash Flow Per Share,2.21,-0.52,-1.15,-0.71,-0.43,0.11,6.70,-7.41,-1.80,1.10,Upgrade
