Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,105.02,113.4,82.15,74.55,74.14,54.31,49.35,44,20.83,41.19,Upgrade
Depreciation & Amortization,11.11,11.42,12.08,12.11,14.05,10.21,9.08,8.62,3.46,3.84,Upgrade
Share-Based Compensation,3.22,3.02,3.02,2.39,2.32,1.82,1.21,1.32,1.16,0.85,Upgrade
Other Operating Activities,107.17,28.26,-6.74,-8.45,31.9,25.4,27.08,19.04,30.59,13.63,Upgrade
Operating Cash Flow,226.52,156.1,90.52,80.61,122.4,91.73,86.73,72.98,56.03,59.51,Upgrade
Operating Cash Flow Growth,45.11%,72.45%,12.30%,-34.15%,33.44%,5.77%,18.83%,30.24%,-5.83%,-14.46%,Upgrade
Capital Expenditures,-7.94,-6.5,-9.59,-15.79,-11.5,-9.62,-6.42,-3.74,-5.15,-5.66,Upgrade
Acquisitions,0,0,0,0,0,91.66,0,0,-127.02,0,Upgrade
Change in Investments,-627.19,-188.57,-215.08,-552.49,260.95,90.27,-382.2,-382.94,58.69,-370.24,Upgrade
Other Investing Activities,0.34,1.07,0.94,1.45,12.46,0.43,4.22,2.27,6.2,8.1,Upgrade
Investing Cash Flow,-634.78,-194.01,-223.74,-566.83,261.9,172.74,-384.4,-384.41,-67.29,-367.8,Upgrade
Dividends Paid,-44.94,-44.57,-43.2,-42.52,-41.98,-32.2,-25.96,-25.07,-17.92,-16.09,Upgrade
Share Issuance / Repurchase,-31.69,-25.12,-27.87,1.25,-43.06,4.18,68.87,1.61,2.29,-0.35,Upgrade
Debt Issued / Paid,7.25,-588.55,-46.93,245.23,-270.98,-289.87,264.8,248.96,12.53,52.59,Upgrade
Other Financing Activities,475.13,789.49,248.93,272.24,-106.26,82.46,78.65,82.26,44.58,175.95,Upgrade
Financing Cash Flow,405.76,131.25,130.93,476.2,-462.28,-235.43,386.36,307.75,41.48,212.1,Upgrade
Net Cash Flow,-2.5,93.35,-2.29,-10.02,-77.97,29.04,88.68,-3.68,30.22,-96.2,Upgrade
Free Cash Flow,218.58,149.6,80.93,64.82,110.9,82.11,80.3,69.24,50.88,53.84,Upgrade
Free Cash Flow Growth,46.11%,84.85%,24.86%,-41.55%,35.07%,2.25%,15.98%,36.09%,-5.50%,-19.01%,Upgrade
Free Cash Flow Margin,87.45%,58.47%,37.33%,31.30%,54.26%,46.45%,47.46%,42.16%,43.72%,42.07%,Upgrade
Free Cash Flow Per Share,6.81,4.63,2.45,1.92,3.15,2.79,2.98,2.54,2.38,2.54,Upgrade
