Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Net Income,24.68,45.74,14.78,55.74,18.51,17.68,11.39,11.65,11.01,8.5,Upgrade
Other Operating Activities,-155.05,-248.87,-77.12,-70.88,-58.49,-48.46,-4.65,-43.87,-32.72,-38.02,Upgrade
Operating Cash Flow,-130.37,-203.13,-62.35,-15.14,-39.98,-30.78,6.74,-32.22,-21.72,-29.53,Upgrade
Dividends Paid,-22.67,-18.16,-11.27,-17,-12.01,-9.01,-6.79,-7.91,-1.43,-2.51,Upgrade
Share Issuance / Repurchase,-10.82,24.29,-3.61,85.9,32.15,7.84,-3.33,-0.36,0,0,Upgrade
Debt Issued / Paid,207.08,220.23,67.69,-75.21,69.46,23.72,18.43,27.46,36.63,38,Upgrade
Other Financing Activities,-0.01,-0.27,-0,-1.19,-1.3,-0.08,-,-,-,-2.82,Upgrade
Financing Cash Flow,173.58,226.09,52.81,-7.5,88.3,22.47,8.31,19.19,35.19,32.67,Upgrade
Net Cash Flow,43.21,22.96,-9.54,-22.64,48.32,-8.31,15.05,-13.03,13.48,3.14,Upgrade
Free Cash Flow,-130.37,-203.13,-62.35,-15.14,-39.98,-30.78,6.74,-32.22,-21.72,-29.53,Upgrade
Free Cash Flow Margin,-131.55%,-287.15%,-108.15%,-25.91%,-83.80%,-79.70%,20.33%,-107.23%,-79.33%,-128.97%,Upgrade
Free Cash Flow Per Share,-10.90,-17.73,-5.57,-1.63,-5.67,-5.11,1.17,-5.77,-4.03,-6.00,Upgrade
