Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Net Income,128.18,138.26,73.45,105.33,107.5,55.17,59.59,50.14,44.45,41.48,Upgrade
Depreciation & Amortization,10.55,11.44,11.65,10.37,8.05,9,7.12,7.64,13.72,11.09,Upgrade
Other Operating Activities,12.68,15.35,20.6,-8.07,19.72,24.14,22.57,14.97,23.96,33.16,Upgrade
Operating Cash Flow,151.41,165.05,105.7,107.63,135.26,88.31,89.27,72.75,82.14,85.73,Upgrade
Operating Cash Flow Growth,-8.26%,56.15%,-1.80%,-20.43%,53.18%,-1.08%,22.71%,-11.43%,-4.20%,8.90%,Upgrade
Capital Expenditures,-11.21,-10.64,-7.62,-17.38,-9.6,-11.59,-7.49,-4.89,-10.98,-9.64,Upgrade
Acquisitions,0,0,0,332.47,0.71,3.19,479.47,-3.53,-3.04,0,Upgrade
Change in Investments,-591.53,-569.82,-482.5,-199.53,-345.47,-50.86,13.56,-140.8,-165,-312.45,Upgrade
Other Investing Activities,13.95,15.16,6.98,7.38,6.62,6.47,8.23,6.79,14.96,14.81,Upgrade
Investing Cash Flow,-588.79,-565.31,-483.14,122.94,-347.75,-52.8,493.77,-142.43,-164.06,-307.28,Upgrade
Dividends Paid,-44.58,-43.61,-42.98,-39.39,-34.85,-30.51,-24.91,-25.09,-26.17,-22.34,Upgrade
Share Issuance / Repurchase,-15.35,-31.08,-20.68,-6.05,-25.98,-1.23,-0.65,-25.19,-30.83,-33.38,Upgrade
Debt Issued / Paid,233.17,-30.21,-85.57,-471.01,88.41,-161.33,-643.45,324.8,424.37,205.72,Upgrade
Other Financing Activities,23.01,543.95,761.4,308.78,176.56,149.18,132.18,-209.93,-288.35,46.01,Upgrade
Financing Cash Flow,196.25,439.05,612.16,-207.67,204.14,-43.89,-536.82,64.6,79.02,196,Upgrade
Net Cash Flow,-241.13,38.79,234.73,22.91,-8.35,-8.39,46.23,-5.09,-2.9,-25.54,Upgrade
Free Cash Flow,140.21,154.41,98.08,90.25,125.66,76.71,81.78,67.86,71.16,76.1,Upgrade
Free Cash Flow Growth,-9.20%,57.42%,8.68%,-28.18%,63.81%,-6.20%,20.51%,-4.63%,-6.49%,11.03%,Upgrade
Free Cash Flow Margin,35.97%,39.93%,32.05%,26.48%,38.27%,25.23%,33.36%,28.90%,30.49%,33.73%,Upgrade
Free Cash Flow Per Share,1.50,1.61,1.01,0.92,1.27,0.81,0.92,0.76,0.76,0.78,Upgrade
