Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,"1,291.9","1,831.2",798.9,"1,195.7",764.4,"1,696.7","1,726.7","2,035.3","2,384.3","2,150.2",Upgrade
Depreciation & Amortization,442.6,388.8,208.8,179.2,157.1,152.3,162.3,210.2,222.4,231.5,Upgrade
Share-Based Compensation,208.2,171.9,122.3,111.5,117.8,124.3,132.3,140,127.7,113.4,Upgrade
Other Operating Activities,14,"-1,146.5",-46.7,"-1,217.9","1,190.4",-837.9,-293.6,-133.5,-596.4,-459.4,Upgrade
Operating Cash Flow,"1,956.7","1,245.4","1,083.3",268.5,"2,229.7","1,135.4","1,727.7","2,252","2,138","2,035.7",Upgrade
Operating Cash Flow Growth,57.11%,14.96%,303.46%,-87.96%,96.38%,-34.28%,-23.28%,5.33%,5.03%,90.93%,Upgrade
Capital Expenditures,-90.3,-79.3,-103.7,-233.7,-106.5,-74.9,-97.6,-68.8,-53.1,-62.2,Upgrade
Acquisitions,"-1,334.8",11.3,"-3,821.4",-493.5,-86.8,-14,0,205,0,-5.8,Upgrade
Change in Investments,"-1,904.1","-2,547.9",-136.8,-548.2,-97.1,190.1,289.8,112.7,443.7,300.9,Upgrade
Other Investing Activities,-,-,-,-,-,-49.2,-,-,-,-,Upgrade
Investing Cash Flow,"-3,329.2","-2,615.9","-4,061.9","-1,275.4",-290.4,52,192.2,248.9,390.6,232.9,Upgrade
Dividends Paid,-583.1,-559.7,-533.2,-518.6,"-2,116.9",-441.2,-408.7,-666.4,-290.4,-882.7,Upgrade
Share Issuance / Repurchase,-155.7,-185.9,-197.6,-731.2,"-1,400",-740.4,"-1,283.9","-1,034.3",-589.6,-449.7,Upgrade
Debt Issued / Paid,"2,138.6","2,054.3","1,056.3",459.9,-382.9,-641.6,-93.8,-14.7,-180,-743.9,Upgrade
Other Financing Activities,185.2,721.4,408.9,"1,129.8",138.1,867.2,-14.3,103.2,-135.3,58.2,Upgrade
Financing Cash Flow,"1,585","2,030.1",734.4,339.9,"-3,761.7",-956,"-1,800.7","-1,612.2","-1,195.3","-2,018.1",Upgrade
Net Cash Flow,135.3,657.4,"-2,216.8",-704,"-1,839.1",266.4,115.2,772.1,"1,272.9",271.7,Upgrade
Free Cash Flow,"1,866.4","1,166.1",979.6,34.8,"2,123.2","1,060.5","1,630.1","2,183.2","2,084.9","1,973.5",Upgrade
Free Cash Flow Growth,60.05%,19.04%,2714.94%,-98.36%,100.21%,-34.94%,-25.33%,4.71%,5.64%,99.79%,Upgrade
Free Cash Flow Margin,22.55%,13.84%,17.60%,0.61%,34.22%,16.59%,24.63%,27.47%,24.55%,24.72%,Upgrade
Free Cash Flow Per Share,3.75,2.32,1.98,0.07,4.03,1.90,2.83,3.56,3.33,3.11,Upgrade
