Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,29.06,29.12,25.1,19.49,18.03,13.03,12.64,11.63,13.39,13.38,Upgrade
Depreciation & Amortization,1.03,1.11,1.14,1.04,0.39,0.2,0.32,0.46,0.47,0.43,Upgrade
Share-Based Compensation,0.34,0.61,0.47,0.37,0.31,0.28,0.28,0.18,0.2,0.22,Upgrade
Other Operating Activities,2.81,7.85,-14.89,0.87,2.76,2.24,2.95,0.54,2.12,3.8,Upgrade
Operating Cash Flow,33.24,38.69,11.82,21.77,21.49,15.74,16.19,12.81,16.18,17.82,Upgrade
Operating Cash Flow Growth,-14.09%,227.30%,-45.69%,1.31%,36.51%,-2.81%,26.41%,-20.81%,-9.20%,20.30%,Upgrade
Capital Expenditures,-1.63,-1.11,-0.94,-0.48,-0.5,-0.21,-0.59,-0.78,-1.31,-0.33,Upgrade
Acquisitions,0,0,1.02,0,0,-4.4,0,77.9,0,0,Upgrade
Change in Investments,-361.94,-154.58,-112.62,-32.9,-72.79,-101.66,-70.46,-58.62,-2.43,-60.89,Upgrade
Other Investing Activities,1.13,-2.55,1.81,1.06,0.94,0.85,0.97,0.57,-4.48,0.29,Upgrade
Investing Cash Flow,-362.45,-158.23,-110.73,-32.32,-72.35,-105.43,-70.08,19.06,-8.22,-60.94,Upgrade
Dividends Paid,-7.59,-7.38,-6.54,-6.32,-6.12,-5.18,-5.08,-5.15,-6.12,-3.56,Upgrade
Share Issuance / Repurchase,-1.17,-1.37,-2,-1.29,-1.48,-0.94,-3.17,-2.46,-0.98,-1.6,Upgrade
Debt Issued / Paid,183.29,-14.87,-11.28,-6.08,-23.47,35,38.03,-0.17,-25.13,20.81,Upgrade
Other Financing Activities,8.06,247.29,168.91,25.96,80.21,61.56,17.47,-11.13,25.62,11.22,Upgrade
Financing Cash Flow,182.59,223.67,149.1,12.28,49.15,90.45,47.25,-18.91,-6.62,26.87,Upgrade
Net Cash Flow,-146.62,104.13,50.19,1.72,-1.72,0.76,-6.63,12.96,1.34,-16.25,Upgrade
Free Cash Flow,31.61,37.59,10.88,21.29,20.99,15.53,15.61,12.04,14.87,17.49,Upgrade
Free Cash Flow Growth,-15.91%,245.48%,-48.90%,1.45%,35.12%,-0.49%,29.68%,-19.06%,-14.98%,21.68%,Upgrade
Free Cash Flow Margin,39.41%,48.90%,15.28%,37.58%,39.60%,32.11%,35.20%,31.86%,40.07%,47.35%,Upgrade
Free Cash Flow Per Share,7.96,9.44,2.80,5.86,5.81,4.29,4.28,3.58,4.43,5.19,Upgrade
