Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,686.4,"1,534.3",558.6,"1,056.4",370.5,560.5,466.9,422.1,409.7,447.8,Upgrade
Other Operating Activities,484.2,-222.6,626.4,-120.2,390,-107.7,170.4,266.1,-590.9,238.9,Upgrade
Operating Cash Flow,"1,170.6","1,311.7","1,185",936.2,760.5,452.8,637.3,688.2,-181.2,686.7,Upgrade
Operating Cash Flow Growth,-10.76%,10.69%,26.58%,23.10%,67.95%,-28.95%,-7.40%,-,-,29.08%,Upgrade
Acquisitions,0,0,0,-1.2,-13.1,0,0,0,-2.8,-5.1,Upgrade
Change in Investments,-402.7,-936.6,-844.8,-395.4,-194.5,-269.6,"-1,045.6",-437.3,-8.1,-436.5,Upgrade
Other Investing Activities,-12.3,0.1,-0.4,-28,-31.9,-24.3,9.2,-12.5,-32.4,-16,Upgrade
Investing Cash Flow,-415,-936.5,-845.2,-424.6,-239.5,-293.9,"-1,036.4",-449.8,-43.3,-457.6,Upgrade
Dividends Paid,-579.7,"-1,019.2",-250.1,-538.7,-498.8,-198.8,-193.8,-191.3,-188.3,-184.8,Upgrade
Share Issuance / Repurchase,-254.6,60,-43.3,13.8,-36.9,17.8,8.4,-22,5.7,11.8,Upgrade
Debt Issued / Paid,0,620.8,-8.6,-8.4,-4.7,-3.9,573.3,-3.3,390.2,-3.6,Upgrade
Other Financing Activities,1.6,2.7,2,0.2,-6.1,6.4,-2.9,1.4,0.3,-0.3,Upgrade
Financing Cash Flow,-832.7,-335.7,-300,-533.1,-546.5,-178.5,385,-215.2,207.9,-176.9,Upgrade
Net Cash Flow,-77.1,39.4,39.8,-21.4,-25.6,-19.7,-14.1,23,-16.6,52,Upgrade
Free Cash Flow,"1,170.6","1,311.7","1,185",936.2,760.5,452.8,637.3,688.2,-181.2,686.7,Upgrade
Free Cash Flow Growth,-10.76%,10.69%,26.58%,23.10%,67.95%,-28.95%,-7.40%,-,-,29.08%,Upgrade
Free Cash Flow Margin,14.48%,14.04%,16.54%,12.55%,12.15%,7.23%,10.80%,11.94%,-3.28%,12.62%,Upgrade
Free Cash Flow Per Share,3.88,4.34,3.97,3.12,2.58,1.73,2.46,2.65,-0.70,2.67,Upgrade
