Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,898,"1,995",732,897,530,475,649,352,452,471,Upgrade
Depreciation & Amortization,100,187,299,259,210,107,134,134,144,142,Upgrade
Other Operating Activities,155,-468,"1,152","1,300","1,343","1,222",367,867,635,147,Upgrade
Operating Cash Flow,"1,153","1,714","2,183","2,456","2,083","1,804","1,150","1,353","1,231",760,Upgrade
Operating Cash Flow Growth,-32.73%,-21.48%,-11.12%,17.91%,15.47%,56.87%,-15.00%,9.91%,61.97%,-6.98%,Upgrade
Capital Expenditures,-55,-16,-55,-40,-77,-54,6,15,-33,-18,Upgrade
Acquisitions,-10,"1,400",-425,0,-23,0,0,-42,811,-5,Upgrade
Change in Investments,-982,"-1,852","-1,083","-3,022","-5,280","-3,240","-2,904","-4,536","-4,439","-2,900",Upgrade
Other Investing Activities,-4,32,-1,-3,30,2,-83,-10,33,8,Upgrade
Investing Cash Flow,"-1,051",-436,"-1,564","-3,065","-5,350","-3,292","-2,981","-4,573","-3,628","-2,915",Upgrade
Dividends Paid,"-1,213","-2,374",-334,-444,-394,-417,-185,-176,-167,-160,Upgrade
Share Issuance / Repurchase,5,-253,-291,36,27,37,-98,-65,-144,-16,Upgrade
Debt Issued / Paid,-477,0,484,165,0,-33,284,-47,143,-40,Upgrade
Other Financing Activities,324,670,18,"1,651","2,811","2,132","2,717","3,385","2,269","2,305",Upgrade
Financing Cash Flow,"-1,361","-1,957",-123,"1,408","2,444","1,719","2,718","3,097","2,101","2,089",Upgrade
Net Cash Flow,"-1,259",-679,496,799,-823,231,887,-123,-296,-66,Upgrade
Free Cash Flow,"1,098","1,698","2,128","2,416","2,006","1,750","1,156","1,368","1,198",742,Upgrade
Free Cash Flow Growth,-35.34%,-20.21%,-11.92%,20.44%,14.63%,51.38%,-15.50%,14.19%,61.46%,-1.07%,Upgrade
Free Cash Flow Margin,15.60%,25.92%,36.89%,38.89%,28.06%,25.49%,17.79%,22.26%,20.90%,14.54%,Upgrade
Free Cash Flow Per Share,12.90,19.95,23.99,26.87,22.54,19.93,13.30,15.62,13.46,8.31,Upgrade
