Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,12.93,12.41,6.95,3.58,4.03,3.49,3.26,2.76,2.65,2.41,Upgrade
Depreciation & Amortization,0.7,1.82,1.38,1.56,1.21,1.08,1.05,1.03,0.83,0.73,Upgrade
Share-Based Compensation,0.63,0.05,0.57,0.63,0.77,0.71,0.56,0.35,0.28,0.24,Upgrade
Other Operating Activities,7.48,5.88,37.66,1.66,2.97,1.56,1.5,2.04,1.17,1.74,Upgrade
Operating Cash Flow,21.73,20.15,46.56,8.12,8.98,6.84,6.37,6.31,5.03,5.11,Upgrade
Operating Cash Flow Growth,7.83%,-56.71%,473.41%,-9.60%,31.28%,7.39%,0.95%,25.54%,-1.64%,84.78%,Upgrade
Capital Expenditures,-4.22,-0.98,-1.26,-3.6,-5.68,-1.98,-1.36,-2.63,-2.36,-2.25,Upgrade
Acquisitions,0,0,0,0,0,0,0,-0.23,0,-0.36,Upgrade
Change in Investments,-127.01,-63.97,-148.09,-160.88,-42.32,-132.53,-120.29,-59.2,-61.76,-20.72,Upgrade
Other Investing Activities,0.07,-5,0.13,1.66,-4.03,0.57,0.19,0.57,-0.36,1.88,Upgrade
Investing Cash Flow,-131.16,-69.95,-149.22,-162.81,-52.03,-133.94,-121.46,-61.49,-64.48,-21.44,Upgrade
Dividends Paid,-2.04,-1.42,-1.14,-1.09,-1.03,-0.88,-0.87,-0.61,-0.32,-0.3,Upgrade
Share Issuance / Repurchase,0.42,0.55,0.22,4.42,0.39,0.16,-1.61,0.01,23.88,0.05,Upgrade
Debt Issued / Paid,38.9,-14.95,13.14,-24.84,44.65,14.88,17.65,-14.96,25.25,5.89,Upgrade
Other Financing Activities,70.28,59.3,113.74,170.05,3.36,112.52,107.09,74.63,5.42,18.61,Upgrade
Financing Cash Flow,107.56,43.48,125.97,148.54,47.37,126.67,122.26,59.06,54.23,24.24,Upgrade
Net Cash Flow,-1.87,-6.32,23.3,-6.16,4.33,-0.43,7.17,3.89,-5.22,7.91,Upgrade
Free Cash Flow,17.52,19.17,45.3,4.52,3.3,4.87,5.01,3.68,2.67,2.87,Upgrade
Free Cash Flow Growth,-8.65%,-57.68%,901.33%,36.92%,-32.11%,-2.83%,36.15%,38.00%,-6.98%,11.34%,Upgrade
Free Cash Flow Margin,39.30%,44.07%,135.54%,14.51%,11.76%,19.13%,21.30%,17.04%,13.58%,15.92%,Upgrade
Free Cash Flow Per Share,2.92,3.21,10.00,0.96,0.76,1.14,1.18,0.84,0.61,0.73,Upgrade
