Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Net Income,21.82,10.47,15.75,17.27,10.24,7.4,6.36,4.49,19.42,2.63,Upgrade
Depreciation & Amortization,3.52,3.21,2.96,2.72,2.92,2.75,2.6,3.28,1.9,1.88,Upgrade
Share-Based Compensation,0.32,0.4,0.35,0.04,0.09,0,0,0.03,0.08,0,Upgrade
Other Operating Activities,-9.2,10.09,-3.14,0.13,-1.31,7.91,2.12,-2.24,-14.87,6.49,Upgrade
Operating Cash Flow,16.46,24.17,15.92,20.15,11.94,18.06,11.08,5.56,6.53,11,Upgrade
Operating Cash Flow Growth,-31.88%,51.83%,-21.02%,68.81%,-33.89%,63.02%,99.17%,-14.84%,-40.64%,-8.33%,Upgrade
Capital Expenditures,0.17,-3.55,-2.87,-0.07,-0.67,-0.34,0.39,5.03,6.51,5.89,Upgrade
Acquisitions,0,0,0,0,0,15.12,0,0,0,0,Upgrade
Change in Investments,-223.14,-146.7,1.99,-24.9,-44.91,-92.61,-71.05,-44.78,-84.89,132.63,Upgrade
Other Investing Activities,1.31,-,-,-,-,1.24,-,-6.5,-,-,Upgrade
Investing Cash Flow,-221.66,-150.25,-0.88,-24.97,-45.58,-76.59,-70.66,-46.26,-78.38,138.52,Upgrade
Dividends Paid,-4.67,-4.48,-4.08,-3.16,-2.14,-1.8,-1.26,0,0,0,Upgrade
Share Issuance / Repurchase,-1.92,-1.4,-0.79,0.18,0.25,0.01,0.06,0.05,0,0,Upgrade
Debt Issued / Paid,-0.01,-0.22,-56.55,56.55,-0.08,0.06,0.07,-0.06,-0.64,0.15,Upgrade
Other Financing Activities,187.82,355.62,65.39,-70.57,15.77,69.47,57.45,30.78,25.65,-80.65,Upgrade
Financing Cash Flow,181.21,349.52,3.98,-17,13.8,67.75,56.32,30.78,25.01,-80.5,Upgrade
Net Cash Flow,-23.98,223.44,19.02,-21.82,-19.85,9.21,-3.26,-9.92,-46.84,69.02,Upgrade
Free Cash Flow,16.64,20.62,13.05,20.08,11.27,17.72,11.47,10.59,13.04,16.89,Upgrade
Free Cash Flow Growth,-19.30%,58.03%,-35.05%,78.26%,-36.43%,54.58%,8.25%,-18.80%,-22.76%,-8.68%,Upgrade
Free Cash Flow Margin,25.60%,41.47%,22.95%,34.56%,21.01%,40.49%,28.86%,28.33%,35.93%,45.13%,Upgrade
Free Cash Flow Per Share,0.75,0.93,0.57,0.89,0.50,0.79,0.51,0.47,0.58,0.76,Upgrade
