Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Net Income,175.65,167.92,96.95,112.63,118.39,93.95,87.8,83.72,73.63,70.53,Upgrade
Depreciation & Amortization,23.69,22.73,20.02,18.83,10.1,11.62,12.76,13.71,11.13,8.78,Upgrade
Share-Based Compensation,13.75,9.97,7.92,11.39,10.75,9.77,7.69,7.89,9.31,7.73,Upgrade
Other Operating Activities,-12.78,-43.81,-21.59,-5.92,16.48,1.88,19.06,9.54,7.6,32.89,Upgrade
Operating Cash Flow,200.31,156.81,103.3,136.93,155.72,117.22,127.31,114.87,101.67,119.92,Upgrade
Operating Cash Flow Growth,27.74%,51.80%,-24.56%,-12.07%,32.84%,-7.92%,10.83%,12.97%,-15.22%,10.74%,Upgrade
Capital Expenditures,-9.39,-13.76,-11.88,-4.88,-3.14,17.54,-4.98,-5.89,-14.54,-7.67,Upgrade
Acquisitions,0,0,78.09,-15.02,0,0,0,-25.86,68.65,0,Upgrade
Change in Investments,-655.3,-712.14,-580.72,60.88,47.89,-328.3,-575.82,-377.71,-128.67,-251.67,Upgrade
Other Investing Activities,17.13,9.33,10.14,1.89,1.95,4.43,-,0.78,-,-,Upgrade
Investing Cash Flow,-647.56,-716.57,-504.37,42.87,46.71,-306.34,-580.8,-408.68,-74.55,-259.34,Upgrade
Dividends Paid,-72.02,-71.48,-65.82,-72.81,-53.6,-59.98,-45.37,-41.29,-36.12,-32.32,Upgrade
Share Issuance / Repurchase,-46.53,-19.82,-20.71,-17.5,-10.46,4.63,6.29,4.61,-2.09,-4.3,Upgrade
Debt Issued / Paid,711.86,-564.06,-143.26,-315.9,-300.6,131.25,-94.89,199.48,194.39,399.95,Upgrade
Other Financing Activities,-672.01,"1,395.22",976.47,270.5,114.06,159.76,629.52,129.48,-180.76,-226.5,Upgrade
Financing Cash Flow,-78.7,739.86,746.68,-135.71,-250.6,235.65,495.56,292.28,-24.58,136.82,Upgrade
Net Cash Flow,-525.96,180.11,345.61,44.09,-48.17,46.54,42.07,-1.54,2.54,-2.6,Upgrade
Free Cash Flow,190.92,143.05,91.42,132.04,152.58,134.76,122.33,108.98,87.14,112.25,Upgrade
Free Cash Flow Growth,33.46%,56.47%,-30.76%,-13.46%,13.23%,10.16%,12.25%,25.06%,-22.37%,10.84%,Upgrade
Free Cash Flow Margin,38.42%,29.98%,25.73%,37.87%,45.46%,41.05%,39.64%,36.23%,31.64%,44.08%,Upgrade
Free Cash Flow Per Share,2.56,1.87,1.31,2.04,2.35,2.09,1.92,1.73,1.44,1.96,Upgrade
