Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,101.29,47.56,34.77,53.7,46.26,38.47,31.16,10.94,16.68,17.57,Upgrade
Depreciation & Amortization,17.32,24.64,25.64,17.92,18.2,18.14,19.17,18.5,13.17,16.11,Upgrade
Share-Based Compensation,0,0,0,0,0,0,-0.03,-0.05,-0.09,-0.08,Upgrade
Other Operating Activities,1.23,84.22,25.08,-4.45,10.78,4.41,10.36,18.49,1.72,6.86,Upgrade
Operating Cash Flow,119.84,156.42,85.48,67.16,75.24,61.03,60.66,47.88,31.5,40.46,Upgrade
Operating Cash Flow Growth,-23.39%,82.98%,27.29%,-10.75%,23.29%,0.61%,26.68%,52.03%,-22.17%,-1.91%,Upgrade
Capital Expenditures,-6.75,-6.69,-4.3,-2.81,-4.53,-4.87,-5.44,-9.43,-7.11,-6.6,Upgrade
Acquisitions,-85.79,132.72,-94.86,7.81,4.7,-1.07,-0.24,97.28,17.08,-4.54,Upgrade
Change in Investments,-292.36,-200.47,-294.87,-5.62,-130.32,-156.75,-157.68,-88.96,-30.46,-111.97,Upgrade
Other Investing Activities,-29.31,-,0.11,1.67,-,-,-35,-,6.32,43.1,Upgrade
Investing Cash Flow,-414.21,-74.43,-393.92,1.05,-130.16,-162.69,-198.36,-1.11,-14.16,-80.01,Upgrade
Dividends Paid,-42.37,-31,-27.05,-25.94,-20.92,-14.71,-11.17,-10.07,-6.77,-5.42,Upgrade
Share Issuance / Repurchase,-7.93,-0.4,-29.82,-1.64,-1.36,-0.5,-5.46,-0.74,39.72,-0.22,Upgrade
Debt Issued / Paid,228.07,12.28,-216.43,-80.31,57.29,-97.46,175.86,-0.34,-34.39,58.8,Upgrade
Other Financing Activities,-145.1,200.76,618.64,77.27,25.31,220.37,-26.49,-25.97,-8.26,-22.33,Upgrade
Financing Cash Flow,32.67,181.64,345.34,-30.63,60.33,107.71,132.73,-37.11,-9.7,30.83,Upgrade
Net Cash Flow,-261.71,263.63,36.91,37.58,5.42,6.05,-4.97,9.66,7.63,-8.72,Upgrade
Free Cash Flow,113.09,149.74,81.18,64.35,70.71,56.16,55.22,38.45,24.39,33.86,Upgrade
Free Cash Flow Growth,-24.48%,84.44%,26.16%,-9.00%,25.91%,1.70%,43.61%,57.66%,-27.97%,-7.80%,Upgrade
Free Cash Flow Margin,33.68%,62.21%,46.04%,31.76%,39.09%,34.00%,36.28%,29.60%,22.34%,34.78%,Upgrade
Free Cash Flow Per Share,4.05,6.86,4.12,3.20,3.72,3.11,3.07,2.19,2.00,3.20,Upgrade
