Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Net Income,48.4,119.3,119.8,157.1,141.3,101.2,106.7,94.4,100.7,63.8,Upgrade
Depreciation & Amortization,5.3,7.4,8.2,9,6.3,8.2,8.5,8.3,7,6.1,Upgrade
Share-Based Compensation,5.1,9.1,9.7,10.1,9.4,6.8,5.8,3.4,4.8,5.6,Upgrade
Other Operating Activities,41,-125,-104.7,-53.7,23.2,26.1,1.8,10.3,59.4,91,Upgrade
Operating Cash Flow,99.8,10.8,33,122.5,180.2,142.3,122.8,116.4,171.9,166.5,Upgrade
Operating Cash Flow Growth,824.07%,-67.27%,-73.06%,-32.02%,26.63%,15.88%,5.50%,-32.29%,3.24%,26.86%,Upgrade
Capital Expenditures,-2.6,-3.6,-5.5,-12.1,-10.2,-8.2,-5,-11.5,-10.5,-4.2,Upgrade
Acquisitions,0,0,0,-16.1,0,0,0,0,0,0,Upgrade
Change in Investments,-119.9,15.8,101.7,130.5,-131.8,-110.4,-82.5,-89.7,-76.2,-255.9,Upgrade
Other Investing Activities,-23.6,-13.9,-11.9,-53.1,22.4,5.8,-,-,-,-,Upgrade
Investing Cash Flow,-146.1,-1.7,84.3,49.2,-119.6,-112.8,-87.5,-101.2,-86.7,-260.1,Upgrade
Dividends Paid,-90.3,-29,-30.5,-28.3,-26.7,-19.7,-11.5,-7.7,-7.6,-7.5,Upgrade
Share Issuance / Repurchase,-31.6,-45.3,-101.2,-70,-6,3.8,-12.1,4.8,1.6,6.5,Upgrade
Debt Issued / Paid,182.3,-20.1,19.8,-20.2,-0.2,-10.1,0,-60.5,-11.3,-11.6,Upgrade
Other Financing Activities,-,-,-,-,-,-,-,1.2,1.2,-,Upgrade
Financing Cash Flow,60.4,-94.4,-111.9,-118.5,-32.9,-26,-23.6,-62.2,-16.1,-12.6,Upgrade
Net Cash Flow,14.1,-85.3,5.4,53.2,27.7,3.5,11.7,-47,69.1,-106.2,Upgrade
Free Cash Flow,97.2,7.2,27.5,110.4,170,134.1,117.8,104.9,161.4,162.3,Upgrade
Free Cash Flow Growth,1250.00%,-73.82%,-75.09%,-35.06%,26.77%,13.84%,12.30%,-35.01%,-0.55%,28.44%,Upgrade
Free Cash Flow Margin,13.62%,1.02%,3.87%,13.21%,21.24%,16.73%,15.11%,13.95%,20.87%,22.43%,Upgrade
Free Cash Flow Per Share,3.57,0.26,0.95,3.47,5.18,4.13,3.67,3.27,5.13,5.20,Upgrade
