Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Net Income,41.8,40.73,28.4,29.82,24.38,10.75,17.31,9.5,9.27,8.46,Upgrade
Depreciation & Amortization,0.65,0.69,0.59,0.43,0.38,0.32,0.27,0.25,0.35,0.34,Upgrade
Share-Based Compensation,0.35,0.23,0.27,0.18,0.11,0.07,0,0,0,0,Upgrade
Other Operating Activities,0.63,-3.04,7.24,3.99,3.59,6.73,-6.06,-5.89,15.71,-2.52,Upgrade
Operating Cash Flow,43.45,38.64,36.52,34.43,28.9,19,12.72,5.05,26.53,5.39,Upgrade
Operating Cash Flow Growth,12.45%,5.82%,6.05%,19.14%,52.14%,49.32%,151.72%,-80.95%,392.12%,-68.81%,Upgrade
Capital Expenditures,-0.15,-0.06,-0.25,-0.59,-0.14,-2.15,-0.88,-0.35,-0.12,-0.11,Upgrade
Change in Investments,-265.22,78.9,-137.75,-178.4,-222.81,-155.98,-88.47,-71.5,-47.48,-51.32,Upgrade
Other Investing Activities,2.43,0.36,4.22,2.86,3.06,2.14,5.06,7.44,-0.19,-0.25,Upgrade
Investing Cash Flow,-262.94,79.19,-133.79,-176.14,-219.89,-155.99,-84.29,-64.42,-47.79,-51.69,Upgrade
Dividends Paid,-7.89,-7.63,-7.44,-6.49,-5.41,-4.39,-3.23,-2.66,-1.58,-0.82,Upgrade
Share Issuance / Repurchase,0.41,0.2,0,0.05,0.04,0.13,0.19,1.87,0.11,0.29,Upgrade
Debt Issued / Paid,5,-146.53,119.08,30,-10,35,-5,35.3,-5.93,24.83,Upgrade
Other Financing Activities,-192.43,174.08,252.63,155.28,318.72,77.64,122.91,16.05,19.22,-9.22,Upgrade
Financing Cash Flow,-194.91,20.12,364.26,178.84,303.35,108.38,114.86,50.56,11.83,15.09,Upgrade
Net Cash Flow,-414.4,137.95,266.99,37.14,112.36,-28.61,43.29,-8.81,-9.42,-31.21,Upgrade
Free Cash Flow,43.3,38.58,36.27,33.84,28.76,16.85,11.85,4.7,26.41,5.28,Upgrade
Free Cash Flow Growth,12.24%,6.37%,7.17%,17.65%,70.72%,42.21%,151.96%,-82.20%,400.42%,-69.06%,Upgrade
Free Cash Flow Margin,54.19%,49.83%,61.28%,58.32%,57.86%,42.63%,26.76%,13.19%,71.51%,16.64%,Upgrade
Free Cash Flow Per Share,3.63,3.25,3.06,2.86,2.71,1.82,1.30,0.53,3.01,0.60,Upgrade
