Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,"-1,433","1,980",-146,"1,235",706,"2,469",437,-432,765,986,Upgrade
Depreciation & Amortization,"1,160","1,167",722,"1,184","1,315",781,"1,208","1,519",944,"1,011",Upgrade
Other Operating Activities,"3,124","-4,943","-3,430","4,883","-1,504","-2,697","1,674",-173,"2,413","-4,008",Upgrade
Operating Cash Flow,"2,851","-1,796","-2,854","7,302",517,553,"3,319",914,"4,122","-2,011",Upgrade
Operating Cash Flow Growth,-,-,-,1312.38%,-6.51%,-83.34%,263.13%,-77.83%,-,-,Upgrade
Capital Expenditures,-63,-74,-73,-39,-67,-67,-66,-82,-64,-51,Upgrade
Acquisitions,570,-38,-166,-132,-428,"-1,225","-1,193",674,-53,520,Upgrade
Change in Investments,137,95,138,130,97,129,203,76,75,64,Upgrade
Other Investing Activities,-28,-37,-38,-45,-40,-33,-22,-53,-29,-17,Upgrade
Investing Cash Flow,616,-54,-139,-86,-438,"-1,196","-1,078",615,-71,516,Upgrade
Dividends Paid,-167,-121,-63,-309,-328,-294,-306,-292,-266,-323,Upgrade
Share Issuance / Repurchase,-597,-231,-59,-317,-248,-264,-623,-212,-199,-90,Upgrade
Debt Issued / Paid,-517,914,-541,"-2,091","-1,469","1,215",603,"-2,133","2,523","-1,255",Upgrade
Other Financing Activities,-639,-262,-115,"-1,013",-350,-138,-139,-148,"-1,343",-603,Upgrade
Financing Cash Flow,"-1,920",300,-778,"-3,730","-2,395",519,-465,"-2,785",715,"-2,271",Upgrade
Net Cash Flow,"1,603","-1,483","-3,891","3,519","-2,282",-321,"1,753","-1,057","4,997","-3,845",Upgrade
Free Cash Flow,"2,788","-1,870","-2,927","7,263",450,486,"3,253",832,"4,058","-2,062",Upgrade
Free Cash Flow Growth,-,-,-,1514.00%,-7.41%,-85.06%,290.99%,-79.50%,-,-,Upgrade
Free Cash Flow Margin,-,-3.73%,-6.74%,10.78%,2.14%,0.84%,6.12%,2.20%,8.76%,-4.26%,Upgrade
Free Cash Flow Per Share,1.04,-0.70,-1.09,2.71,0.17,0.18,1.22,0.31,2.13,-1.08,Upgrade
