Year,2022,2021,2020,2019,2014,2013,2012,2011,2010,2009,2008 - 2003
Net Income,24.84,11.91,12.33,12.95,1.7,1.14,-2.51,2.36,1.87,-2.62,Upgrade
Depreciation & Amortization,1.25,1.12,1.07,0.92,0.76,0.82,0.74,0.71,0.83,0.76,Upgrade
Share-Based Compensation,1.28,0.93,0.26,0.3,0.18,0.16,0.15,0.16,0.15,0.2,Upgrade
Other Operating Activities,0.17,7.6,2.01,0.18,1.81,-0.38,2.27,2.42,3.74,-1.28,Upgrade
Operating Cash Flow,27.54,21.56,15.66,14.34,4.45,1.73,0.64,5.65,6.6,-2.94,Upgrade
Operating Cash Flow Growth,27.76%,37.62%,9.20%,222.39%,156.57%,170.94%,-88.67%,-14.36%,-,-,Upgrade
Capital Expenditures,-3.3,-6.34,-1.14,-3.98,-0.18,-0.09,-4.06,-2.74,2.59,-4.55,Upgrade
Change in Investments,-253.29,-172.52,-70.97,-3.47,-56.63,-31.72,13.6,17.11,15.5,-47.73,Upgrade
Other Investing Activities,-,-,-,-,-0.06,-0.16,-2.5,-,-5,-1.37,Upgrade
Investing Cash Flow,-256.59,-178.86,-72.12,-7.45,-56.87,-31.97,7.04,14.37,13.09,-53.66,Upgrade
Dividends Paid,-6.87,-2.26,-1.01,-0.79,-0.58,-0.45,-0.67,0,0,0,Upgrade
Share Issuance / Repurchase,-9.32,95.39,0,0,-1.71,-0.58,0,-3.05,-0.66,0,Upgrade
Debt Issued / Paid,-6.52,-0.37,6.43,-21.85,8.35,6.47,-4.84,-5.03,-9.94,-8.65,Upgrade
Other Financing Activities,194.79,147.63,-7.45,92.06,48.84,7.09,-35.52,26.19,-53.34,117.43,Upgrade
Financing Cash Flow,172.09,240.39,-2.03,69.43,54.9,12.53,-41.02,18.11,-63.95,108.78,Upgrade
Net Cash Flow,-56.96,83.08,-58.48,76.32,2.48,-17.71,-33.34,38.13,-44.27,52.18,Upgrade
Free Cash Flow,24.24,15.21,14.52,10.36,4.27,1.64,-3.42,2.91,9.18,-7.49,Upgrade
Free Cash Flow Growth,59.29%,4.77%,40.11%,142.66%,160.27%,-,-,-68.34%,-,-,Upgrade
Free Cash Flow Margin,37.22%,36.18%,35.68%,25.36%,22.96%,9.17%,-25.88%,16.38%,56.13%,-88.48%,Upgrade
Free Cash Flow Per Share,1.57,0.96,0.90,0.86,0.35,0.13,-0.28,0.23,0.72,-0.58,Upgrade
