Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,16.97,14.7,10.52,6.48,5.83,3.29,4.97,6.03,5.49,4.32,Upgrade
Depreciation & Amortization,0.39,0.41,0.43,0.5,0.35,0.34,0.31,0.39,0.43,0.62,Upgrade
Share-Based Compensation,0.61,0.46,0.06,0.24,0,0,0.02,0.02,0.03,0.04,Upgrade
Other Operating Activities,-4.26,36.46,-7.29,-3.07,-2.43,0.61,-0.08,-1.93,-1.08,1.4,Upgrade
Operating Cash Flow,13.72,52.02,3.72,4.14,3.75,4.24,5.22,4.52,4.86,6.38,Upgrade
Operating Cash Flow Growth,-73.63%,1299.25%,-10.11%,10.41%,-11.69%,-18.80%,15.60%,-7.09%,-23.73%,-25.23%,Upgrade
Capital Expenditures,-0.18,-0.09,-0.13,-1,-0.87,-0.21,-0.23,-0.09,-0.72,-0.96,Upgrade
Change in Investments,-36.34,-66.64,-127.82,-19.08,-13.72,-63.3,-158.56,-38.33,-38.21,-38.38,Upgrade
Other Investing Activities,-80.67,-52.77,-40.71,-31.87,-44.97,11.11,164.41,-18.52,43,22.43,Upgrade
Investing Cash Flow,-117.18,-119.5,-168.65,-51.94,-59.55,-52.39,5.62,-56.93,4.07,-16.91,Upgrade
Dividends Paid,-3.23,-2.99,-2.91,-2.91,-2.91,-2.75,-2.31,-2.39,-2.24,-2.26,Upgrade
Common Stock Issued,0,0,0,0,0,0,0,0,0,0.17,Upgrade
Share Repurchases,0,0,0,0,0,0,0,-13.75,0,0,Upgrade
Other Financing Activities,143.56,80.34,160.37,67.32,9.6,95.48,0.11,35.32,0.5,8.76,Upgrade
Financing Cash Flow,140.33,77.35,157.46,64.41,6.68,92.73,-2.2,46.69,-1.75,6.68,Upgrade
Net Cash Flow,36.87,9.87,-7.47,16.61,-49.12,44.58,8.65,-5.73,7.19,-3.85,Upgrade
Free Cash Flow,13.54,51.93,3.59,3.14,2.88,4.04,5,4.43,4.14,5.42,Upgrade
Free Cash Flow Growth,-73.92%,1345.80%,14.39%,9.18%,-28.76%,-19.21%,12.70%,7.08%,-23.53%,-35.46%,Upgrade
Free Cash Flow Margin,27.29%,123.48%,10.35%,12.25%,12.02%,19.90%,24.15%,21.86%,21.90%,29.70%,Upgrade
Free Cash Flow Per Share,-,7.77,0.54,0.47,0.43,0.61,0.76,0.67,0.63,0.83,Upgrade
