Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,624.87,789.27,476.21,431.08,384.59,173.5,77.61,92.34,176.07,162.01,Upgrade
Depreciation & Amortization,70.21,63.76,60.48,54.38,40.45,44.63,57.57,47.14,41.65,46.12,Upgrade
Share-Based Compensation,135.51,119.38,108.22,102.19,100.79,140.46,191.21,150.9,74.15,125.43,Upgrade
Other Operating Activities,289.55,-135.91,989.64,21.89,-5.68,311.95,-771.71,-552.18,-41.59,368.66,Upgrade
Operating Cash Flow,"1,157.42",872.09,"1,661.82",626.86,529.53,679.92,-441.41,-261.81,250.27,702.22,Upgrade
Operating Cash Flow Growth,32.72%,-47.52%,165.10%,18.38%,-22.12%,-,-,-,-64.36%,-,Upgrade
Capital Expenditures,-82.33,-39.8,-73.36,-157.9,-86.51,-28.22,-28.21,-69.82,-26.63,13.67,Upgrade
Acquisitions,-11.9,-144.47,36.72,-193.1,-8.39,-7.22,-51.04,-604.66,-80.38,-88.59,Upgrade
Change in Investments,"-4,230.31","-6,781.23","-1,652.67",-8.28,-894.34,"-2,611.95","-5,175.26","-1,298.86",-286.06,"-1,031.73",Upgrade
Other Investing Activities,-,-,-,8.95,-,-,-,0.08,0.13,0.37,Upgrade
Investing Cash Flow,"-4,324.54","-6,965.5","-1,689.32",-350.33,-989.24,"-2,647.38","-5,254.52","-1,973.27",-392.94,"-1,106.27",Upgrade
Dividends Paid,-133.75,-66.34,-46.5,-41.95,-34.64,-13.69,0,0,0,0,Upgrade
Share Issuance / Repurchase,-105.83,-172.74,-58.26,-215.43,-167.93,-13,-112.92,-117.09,0.32,-13.02,Upgrade
Debt Issued / Paid,-173.52,135.59,-200.68,-520.88,-129.83,307.07,681.42,382.9,12.18,-186.72,Upgrade
Other Financing Activities,"3,604.51","5,897.88","1,504.31",-298.61,"2,080.09","1,480.11","5,088.1","2,094.1",110.7,914.76,Upgrade
Financing Cash Flow,"3,191.41","5,794.4","1,198.87","-1,076.87","1,747.7","1,760.49","5,656.6","2,359.91",123.2,715.02,Upgrade
Net Cash Flow,79.35,-302.55,"1,178.24",-795.4,"1,282.29",-199.08,-51.92,121.24,-26.78,312.62,Upgrade
Free Cash Flow,"1,075.09",832.29,"1,588.45",468.96,443.02,651.7,-469.62,-331.63,223.64,715.89,Upgrade
Free Cash Flow Growth,29.17%,-47.60%,238.72%,5.86%,-32.02%,-,-,-,-68.76%,-,Upgrade
Free Cash Flow Margin,24.48%,17.57%,42.34%,14.05%,14.65%,22.27%,-18.23%,-14.22%,10.13%,36.28%,Upgrade
Free Cash Flow Per Share,9.88,7.74,14.96,4.34,4.11,6.34,-4.68,-3.23,2.24,7.51,Upgrade
