Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Net Income,84.45,76.08,64.54,94.24,98.93,84.14,83.49,78.09,77.69,69.34,Upgrade
Depreciation & Amortization,10.74,10.95,11.1,11.46,8.69,7.8,7.14,6.84,6.32,5.45,Upgrade
Share-Based Compensation,2.24,2.53,2.56,2.75,2.57,2.94,3.3,4.12,4.15,9.28,Upgrade
Other Operating Activities,-0.13,-15.1,14.73,-27.51,13.98,-9.43,-8.97,-2.45,3.63,17.65,Upgrade
Operating Cash Flow,97.3,74.47,92.93,80.95,124.16,85.45,84.96,86.61,91.79,101.72,Upgrade
Operating Cash Flow Growth,30.66%,-19.87%,14.80%,-34.81%,45.31%,0.58%,-1.91%,-5.64%,-9.77%,-4.25%,Upgrade
Capital Expenditures,-5.56,-9.41,-14.74,-11.73,-11.76,-9.13,-14.85,-12.02,-7.23,-18.77,Upgrade
Acquisitions,0,10.01,0,0,15.69,0,0,0,0,0,Upgrade
Change in Investments,-163.04,-327.71,-137.04,244.99,-25.49,155.41,113.57,43.53,34.8,135.06,Upgrade
Other Investing Activities,1.02,0.44,0.49,-,-,-,0.78,-50,0.41,-,Upgrade
Investing Cash Flow,-167.58,-326.67,-151.29,233.26,-21.57,146.28,99.49,-18.5,27.98,116.29,Upgrade
Dividends Paid,-103.13,-117.89,-93.86,-134.93,-118.31,-117.96,-111.77,-114.16,-138.17,-146.82,Upgrade
Share Issuance / Repurchase,0,-4.24,-20.13,1.49,0.26,8.84,4.07,-49.77,-79.18,-91.57,Upgrade
Debt Issued / Paid,554.84,-201.07,-451.18,-44.63,-138.16,-198.89,-899.18,-119.64,750.71,-68.25,Upgrade
Other Financing Activities,-402.53,405.99,609.54,-21.49,-58.99,146.18,331.55,177.25,43.83,60.82,Upgrade
Financing Cash Flow,49.18,82.79,44.37,-199.56,-315.2,-161.83,-675.32,-106.32,577.19,-245.83,Upgrade
Net Cash Flow,-21.1,-169.42,-13.99,114.65,-212.6,69.9,-490.87,-38.21,696.95,-27.82,Upgrade
Free Cash Flow,91.74,65.06,78.19,69.22,112.4,76.32,70.1,74.59,84.56,82.95,Upgrade
Free Cash Flow Growth,41.02%,-16.79%,12.96%,-38.42%,47.28%,8.87%,-6.01%,-11.79%,1.94%,-11.39%,Upgrade
Free Cash Flow Margin,41.69%,30.75%,41.89%,30.41%,50.90%,35.08%,32.42%,35.49%,41.11%,40.96%,Upgrade
Free Cash Flow Per Share,0.66,0.47,0.55,0.49,0.81,0.55,0.51,0.54,0.59,0.57,Upgrade
