Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,145.27,96.71,37.54,36.19,39.23,20.54,35.49,21.11,13.76,13.09,Upgrade
Depreciation & Amortization,8.31,7.81,5.07,5.08,3.82,3.83,6.12,-2.34,0.78,1.91,Upgrade
Share-Based Compensation,4.28,5.41,7.22,1.84,3.49,2.59,2.14,1.69,1.23,1.3,Upgrade
Other Operating Activities,130.02,29.12,5.32,25.39,11.85,19.88,0.49,11.07,10.03,8.73,Upgrade
Operating Cash Flow,295.17,146.33,59.93,68.49,58.38,46.83,44.24,31.53,25.81,25.03,Upgrade
Operating Cash Flow Growth,101.72%,144.16%,-12.50%,17.31%,24.68%,5.85%,40.32%,22.14%,3.12%,12.07%,Upgrade
Capital Expenditures,-1.83,0.01,-0.95,-1.72,-5.33,-2.07,-4.27,-4.33,-5.23,-4.03,Upgrade
Acquisitions,0,715.99,0,0,0,0,0,24.63,2.93,0,Upgrade
Change in Investments,"-1,303.2",435.21,-256.56,-8.65,-75.22,-409.72,-245.55,-471.88,-151.18,-287.36,Upgrade
Other Investing Activities,-27.16,-48.39,-66.87,-,-,-,-29.72,-,-17.06,-9.78,Upgrade
Investing Cash Flow,"-1,332.19","1,102.82",-324.39,-10.37,-80.55,-411.78,-279.55,-451.57,-170.55,-301.18,Upgrade
Dividends Paid,-36.79,-39.35,-18.71,-20.08,-18.34,-18.24,-16.14,-13.42,-10.66,-6.75,Upgrade
Share Issuance / Repurchase,-46.76,-58.85,-35.32,-23.82,0.43,0.6,48.16,0.63,0.47,45.95,Upgrade
Debt Issued / Paid,"1,108.06","-1,512.15",121.76,76.9,-311.19,-45.09,129.45,262.04,35.94,101.48,Upgrade
Other Financing Activities,-211.91,511.32,284.84,-82.89,551.89,408.6,83.12,223.62,125.14,129.79,Upgrade
Financing Cash Flow,812.59,"-1,099.03",352.57,-49.89,222.79,345.87,244.59,472.87,150.89,270.47,Upgrade
Net Cash Flow,-224.43,150.12,88.12,8.23,200.62,-19.09,9.28,52.83,6.16,-5.68,Upgrade
Free Cash Flow,293.34,146.34,58.98,66.77,53.06,44.76,39.97,27.2,20.58,21,Upgrade
Free Cash Flow Growth,100.45%,148.13%,-11.67%,25.85%,18.55%,11.99%,46.93%,32.18%,-2.00%,12.05%,Upgrade
Free Cash Flow Margin,71.09%,37.19%,34.13%,46.94%,36.21%,34.11%,30.42%,25.96%,28.03%,36.40%,Upgrade
Free Cash Flow Per Share,7.61,3.62,2.98,3.37,2.68,2.27,2.29,1.56,1.77,1.88,Upgrade
