Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Net Income,5.64,-4.05,-0.64,-0.21,0.82,1.87,3.48,9.07,2.53,-1.08,Upgrade
Depreciation & Amortization,0.81,0.68,0.12,0.23,0.24,0.26,0.25,0.24,0.24,0.21,Upgrade
Share-Based Compensation,0.28,0.52,0.49,0.37,0.2,0.38,0.03,0,0.04,0.05,Upgrade
Other Operating Activities,-0.41,3.47,-13.53,8.14,-1.02,-12.73,-2.83,4.86,-1.5,1.75,Upgrade
Operating Cash Flow,6.32,0.62,-13.56,8.53,0.23,-10.23,0.93,14.17,1.31,1.71,Upgrade
Operating Cash Flow Growth,913.46%,-,-,3546.58%,-,-,-93.43%,982.12%,-23.45%,-41.74%,Upgrade
Capital Expenditures,-0.32,-1.14,-0.42,-0.04,-0.08,-0.18,-0.16,-0.11,-0.21,-0.34,Upgrade
Acquisitions,0,84.75,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-323.64,-58.64,51.13,-39.93,-0.74,30.34,-74.33,-10.63,-57.03,23.09,Upgrade
Other Investing Activities,-,-,-,0.82,-,-,0.38,2.88,2.87,8.64,Upgrade
Investing Cash Flow,-323.96,24.97,50.71,-39.15,-0.82,30.15,-74.1,-7.86,-54.37,31.39,Upgrade
Share Issuance / Repurchase,0,30.84,0,0,0,0,-2.87,0,9.02,3.4,Upgrade
Debt Issued / Paid,53.87,-38.98,25.48,13.24,5,-20,13,-14,3.18,0,Upgrade
Other Financing Activities,48.35,117.96,17.91,16.3,-9.98,3.86,13.64,54.75,3.46,-42.67,Upgrade
Financing Cash Flow,102.22,109.82,43.39,29.53,-4.98,-16.14,23.77,40.75,15.66,-39.27,Upgrade
Net Cash Flow,-215.42,135.41,80.54,-1.09,-5.57,3.79,-49.41,47.05,-37.41,-6.16,Upgrade
Free Cash Flow,6,-0.51,-13.97,8.49,0.16,-10.41,0.77,14.05,1.1,1.37,Upgrade
Free Cash Flow Growth,-,-,-,5308.92%,-,-,-94.52%,1182.30%,-19.94%,-80.88%,Upgrade
Free Cash Flow Margin,18.15%,-2.14%,-106.11%,73.72%,1.26%,-66.86%,5.92%,78.52%,6.91%,10.69%,Upgrade
Free Cash Flow Per Share,0.08,-0.01,-0.50,0.30,0.01,-0.38,0.03,0.48,0.04,0.22,Upgrade
