Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Net Income,92,"1,515",-405,246,569,182,294,38.39,194.78,265.84,Upgrade
Other Operating Activities,"1,015","-2,154","1,080",-502,-289,-116,232,136.79,-31.07,-266.46,Upgrade
Operating Cash Flow,"1,107",-639,675,-256,280,66,526,175.18,163.71,-0.62,Upgrade
Operating Cash Flow Growth,-,-,-,-,324.24%,-87.45%,200.27%,7.00%,-,-,Upgrade
Dividends Paid,-738,-502,-340,-342,-207,-218,-217,-179.4,-268.64,-210.49,Upgrade
Share Issuance / Repurchase,-56,-12,-47,-153,-50,0,0,0,-258.9,-33.81,Upgrade
Debt Issued / Paid,-418,"1,367",-163,779,-250,13,-132,-25.51,190.15,23.97,Upgrade
Other Financing Activities,-21,-28,-40,-26,192,13,5,14.88,43.2,109.37,Upgrade
Financing Cash Flow,"-1,233",825,-590,258,-315,-192,-344,-190.03,-294.2,-110.95,Upgrade
Net Cash Flow,-126,186,85,2,-35,-126,182,-14.86,-130.48,-111.57,Upgrade
Free Cash Flow,"1,107",-639,675,-256,280,66,526,175.18,163.71,-0.62,Upgrade
Free Cash Flow Growth,-,-,-,-,324.24%,-87.45%,200.27%,7.00%,-,-,Upgrade
Free Cash Flow Margin,67.71%,-59.11%,105.63%,-32.86%,71.07%,15.75%,124.35%,36.89%,35.22%,-0.13%,Upgrade
Free Cash Flow Per Share,3.90,-3.02,5.43,-1.97,4.46,1.08,8.64,2.90,2.63,-0.01,Upgrade
