Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,894,"1,202",690,"1,000",813,899,859,479,691,937,Upgrade
Depreciation & Amortization,51,54,60,68,79,88,77,84,83,101,Upgrade
Other Operating Activities,"1,557",741,"1,025",72,335,267,480,824,666,166,Upgrade
Operating Cash Flow,"2,502","1,997","1,775","1,140","1,227","1,254","1,416","1,387","1,440","1,204",Upgrade
Operating Cash Flow Growth,25.29%,12.51%,55.70%,-7.09%,-2.15%,-11.44%,2.09%,-3.68%,19.60%,-3.68%,Upgrade
Capital Expenditures,-52,-26,-23,-26,-99,-102,-39,-125,-71,-91,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,198,32,Upgrade
Change in Investments,"-1,450","-1,203",-698,-214,-96,-342,-809,-268,"-1,061",-850,Upgrade
Other Investing Activities,-10,1,16,15,18,20,2,21,16,11,Upgrade
Investing Cash Flow,"-1,512","-1,228",-705,-225,-177,-424,-846,-372,-918,-898,Upgrade
Dividends Paid,-982,-621,-950,-929,-896,-842,-813,-811,-541,-216,Upgrade
Share Issuance / Repurchase,-39,-18,-18,-23,0,0,0,0,0,0,Upgrade
Debt Issued / Paid,0,0,76,-24,-180,105,140,0,-3,-13,Upgrade
Other Financing Activities,-11,-9,-10,-12,-9,-18,-,4,25,-35,Upgrade
Financing Cash Flow,"-1,032",-648,-902,-988,"-1,085",-755,-673,-807,-519,-264,Upgrade
Net Cash Flow,-61,117,177,-68,-45,84,-116,197,-5,39,Upgrade
Free Cash Flow,"2,450","1,971","1,752","1,114","1,128","1,152","1,377","1,262","1,369","1,113",Upgrade
Free Cash Flow Growth,24.30%,12.50%,57.27%,-1.24%,-2.08%,-16.34%,9.11%,-7.82%,23.00%,-3.72%,Upgrade
Free Cash Flow Margin,20.62%,16.55%,16.21%,10.35%,11.13%,12.07%,14.70%,13.87%,14.13%,11.21%,Upgrade
Free Cash Flow Per Share,9.02,7.25,6.45,4.10,4.16,4.25,5.09,4.67,5.07,4.13,Upgrade
