Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"1,799","2,519","1,237","1,620","1,800","1,226",754,893,878,887,Upgrade
Depreciation & Amortization,137,32,111,241,382,407,314,247,246,221,Upgrade
Share-Based Compensation,120,104,101,96,99,100,99,58,44,35,Upgrade
Other Operating Activities,"2,295","-1,608",118,852,159,12,485,-90,130,381,Upgrade
Operating Cash Flow,"4,469","1,153","1,673","2,906","2,506","1,815","1,689","1,131","1,320","1,547",Upgrade
Operating Cash Flow Growth,287.60%,-31.08%,-42.43%,15.96%,38.07%,7.46%,49.34%,-14.32%,-14.67%,19.09%,Upgrade
Capital Expenditures,-80,-62,-63,-67,-97,-112,-145,-74,-96,-92,Upgrade
Acquisitions,-70,-29,0,-185,0,-144,-481,0,-47,732,Upgrade
Change in Investments,"-10,856","-15,049","-24,724","-4,748","-2,494","-2,089","-5,876","-2,017","-2,725","-4,886",Upgrade
Other Investing Activities,72,72,66,82,109,106,45,68,52,54,Upgrade
Investing Cash Flow,"-10,934","-15,068","-24,721","-4,918","-2,482","-2,239","-6,457","-2,023","-2,816","-4,192",Upgrade
Dividends Paid,-854,-823,-829,-804,-656,-480,-335,-267,-240,-217,Upgrade
Share Issuance / Repurchase,6,"-1,117",-126,-817,"-1,078",-639,-108,-426,-457,-448,Upgrade
Debt Issued / Paid,"16,718","-1,581",986,"-1,276",-722,805,225,"2,491",-507,"1,010",Upgrade
Other Financing Activities,"-9,431","17,258","23,376","4,963","2,439",732,"5,056",-952,"2,736","2,333",Upgrade
Financing Cash Flow,"6,439","13,737","23,407","2,066",-17,418,"4,838",846,"1,532","2,678",Upgrade
Net Cash Flow,-26,-178,359,54,7,-6,70,-46,36,33,Upgrade
Free Cash Flow,"4,389","1,091","1,610","2,839","2,409","1,703","1,544","1,057","1,224","1,455",Upgrade
Free Cash Flow Growth,302.29%,-32.24%,-43.29%,17.85%,41.46%,10.30%,46.07%,-13.64%,-15.88%,28.08%,Upgrade
Free Cash Flow Margin,65.09%,14.20%,28.42%,47.93%,38.99%,28.26%,32.68%,26.02%,30.35%,36.81%,Upgrade
Free Cash Flow Per Share,4.75,1.15,1.66,2.86,2.31,1.59,1.66,1.26,1.41,1.60,Upgrade
