Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,146.94,95.64,81.48,92.05,89.29,45.97,27.33,26.43,24.13,19.8,Upgrade
Depreciation & Amortization,12.53,11.66,11.81,12.55,11.99,9.53,5.81,5.22,5.4,5.48,Upgrade
Share-Based Compensation,2.98,2.27,2.54,2.27,1.57,1.1,0.71,0.71,0.27,0.22,Upgrade
Other Operating Activities,68.21,32.77,-37.49,-55.63,-56.44,-29.76,7.24,4.39,17.16,45.48,Upgrade
Operating Cash Flow,230.65,142.34,58.33,51.24,46.41,26.84,41.27,37.35,47.82,71.88,Upgrade
Operating Cash Flow Growth,62.05%,144.00%,13.85%,10.40%,72.93%,-34.97%,10.50%,-21.89%,-33.47%,72.45%,Upgrade
Capital Expenditures,-4.99,-9.09,-12.17,-1.74,-7.97,-4.51,-6.66,-3.86,-3.44,-6.29,Upgrade
Acquisitions,0,220.31,-9.56,0,0,72.52,-27.43,0,0,38.32,Upgrade
Change in Investments,-719.59,"-1,464.09",-942.29,-428.83,-312.84,-205.19,-210.41,-135.46,-63.35,-82.12,Upgrade
Other Investing Activities,11.22,-21.01,2.49,5.88,7.53,8.65,4.39,1.32,40.99,95.14,Upgrade
Investing Cash Flow,-713.36,"-1,273.88",-961.54,-424.69,-313.28,-128.53,-240.11,-138,-25.8,45.04,Upgrade
Dividends Paid,-30.66,-22.23,-20.94,-13.66,-11.28,-7.6,-6.4,-6.31,-6.3,-6.3,Upgrade
Share Issuance / Repurchase,0,-4.04,-31.87,-9.87,0.32,0.29,0.38,0.11,0.07,0,Upgrade
Debt Issued / Paid,219.87,-5.73,-250.04,-106.12,-1.12,97.26,85,70,70,0,Upgrade
Other Financing Activities,102.65,"1,257.41","1,342.03",271.5,252.35,195.24,158.59,51.03,-55.97,-128.86,Upgrade
Financing Cash Flow,291.86,"1,225.41","1,039.19",141.85,240.28,285.19,237.57,114.83,7.79,-135.15,Upgrade
Net Cash Flow,-190.84,93.87,135.99,-231.6,-26.59,183.5,38.73,14.18,29.81,-18.23,Upgrade
Free Cash Flow,225.67,133.25,46.16,49.5,38.44,22.33,34.61,33.49,44.38,65.59,Upgrade
Free Cash Flow Growth,69.36%,188.67%,-6.76%,28.78%,72.15%,-35.48%,3.34%,-24.53%,-32.34%,100.40%,Upgrade
Free Cash Flow Margin,59.32%,43.69%,17.46%,18.10%,14.24%,10.47%,23.23%,24.04%,32.68%,50.69%,Upgrade
Free Cash Flow Per Share,6.36,4.46,1.60,1.68,1.30,0.89,1.73,1.69,2.25,3.33,Upgrade
