Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Net Income,29.22,237.26,39.22,126.16,46.76,-196.97,-66.56,15.4,112.53,101.82,Upgrade
Other Operating Activities,-6.83,-467.78,-192.1,89.66,6.75,683.87,231.31,130.8,-658.87,-563.48,Upgrade
Operating Cash Flow,22.4,-230.52,-152.88,215.82,53.51,486.9,164.76,146.19,-546.34,-461.66,Upgrade
Operating Cash Flow Growth,-,-,-,303.34%,-89.01%,195.52%,12.70%,-,-,-,Upgrade
Dividends Paid,-115.25,-79.85,-53.1,-52.22,-54.97,-62.53,-100.26,-114.69,-132.47,-115.44,Upgrade
Share Issuance / Repurchase,18.98,-2.17,-1.88,-1.34,-1.41,-15.42,-43.99,-25.99,130.18,479.95,Upgrade
Debt Issued / Paid,70,315.1,236.21,-157.66,-37.37,-479.04,-40.56,47.06,495.36,174.32,Upgrade
Other Financing Activities,-0.55,-8.89,-4.9,-2.88,-6.18,-0.36,-0.4,-0.93,-3.3,-6.64,Upgrade
Financing Cash Flow,-26.82,224.19,176.33,-214.11,-99.93,-557.35,-185.21,-94.55,489.78,532.19,Upgrade
Net Cash Flow,-5.27,-7.46,23.69,1.92,-46.42,-70.45,-20.45,51.65,-56.56,70.53,Upgrade
Free Cash Flow,22.4,-230.52,-152.88,215.82,53.51,486.9,164.76,146.19,-546.34,-461.66,Upgrade
Free Cash Flow Growth,-,-,-,303.34%,-89.01%,195.52%,12.70%,-,-,-,Upgrade
Free Cash Flow Margin,8.53%,-110.09%,-106.81%,146.12%,38.57%,273.59%,66.47%,55.07%,-185.86%,-208.32%,Upgrade
Free Cash Flow Per Share,0.37,-4.27,-3.25,4.59,1.14,10.33,3.35,2.86,-11.54,-12.56,Upgrade
