Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,46.56,130.71,138.21,99.6,83.2,62.39,64.59,-13.85,59.35,61.35,Upgrade
Depreciation & Amortization,8.3,11.13,14.07,10.41,10.74,12,9.77,8.87,13.12,12.33,Upgrade
Share-Based Compensation,5.98,6.29,7.46,6.03,6.58,5.17,4.3,3.73,0,0,Upgrade
Other Operating Activities,-16.52,-6.74,-50.28,-3.58,27.18,2.49,20.17,24.15,25.09,37.19,Upgrade
Operating Cash Flow,44.33,141.39,109.46,112.46,127.69,82.04,98.82,22.89,97.57,110.86,Upgrade
Operating Cash Flow Growth,-68.65%,29.17%,-2.66%,-11.93%,55.64%,-16.98%,331.72%,-76.54%,-11.99%,6.26%,Upgrade
Capital Expenditures,-2.09,-8.23,-9.95,-9.59,-11.18,-5.96,-4.91,-4.04,-1.76,-4.92,Upgrade
Acquisitions,-17.59,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-0.31,-57.76,-25.58,-43.37,-71.82,-8.97,-79.34,27.89,-46.76,-46.38,Upgrade
Investing Cash Flow,-19.99,-65.99,-35.52,-52.96,-83,-14.92,-84.25,23.85,-48.52,-51.3,Upgrade
Dividends Paid,-53.04,-54.01,-54.58,-52.67,-48.81,-45.46,-42.27,-41.98,-39.3,-36.87,Upgrade
Share Issuance / Repurchase,-14.6,-11.56,-40,0,0,0,0.26,0.28,-23.17,-2.21,Upgrade
Debt Issued / Paid,5,0,30,0,0,0,0,0,0,0,Upgrade
Other Financing Activities,-,-,-,-,-,-,-0.01,0,0,-,Upgrade
Financing Cash Flow,-62.64,-65.57,-64.57,-52.67,-48.81,-45.46,-42.01,-41.7,-62.47,-39.07,Upgrade
Net Cash Flow,-38.3,9.83,9.36,6.83,-4.13,21.66,-27.44,5.04,-13.42,20.49,Upgrade
Free Cash Flow,42.23,133.17,99.51,102.86,116.51,76.08,93.91,18.85,95.81,105.94,Upgrade
Free Cash Flow Growth,-68.29%,33.82%,-3.25%,-11.71%,53.13%,-18.99%,398.22%,-80.33%,-9.57%,5.81%,Upgrade
Free Cash Flow Margin,5.30%,15.05%,11.76%,11.72%,13.93%,9.07%,11.46%,2.36%,12.30%,14.22%,Upgrade
Free Cash Flow Per Share,2.89,8.98,6.63,6.77,7.73,5.07,6.28,1.27,6.40,6.99,Upgrade
