Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Net Income,218.28,204.57,111.52,171.04,189.59,139.45,113.75,92.26,88.62,81.76,Upgrade
Depreciation & Amortization,20.09,26,12.24,2.75,-2.13,-14.9,-1.57,-4.53,-13.13,-11.42,Upgrade
Share-Based Compensation,12.26,8.4,8.13,5.28,3.66,3.16,2.97,1.05,0.71,1.22,Upgrade
Other Operating Activities,234.91,85.24,34.03,4.78,28.87,75.84,15.46,19.32,59.34,62.65,Upgrade
Operating Cash Flow,485.54,324.21,165.92,183.86,219.99,203.54,130.61,108.09,135.53,134.2,Upgrade
Operating Cash Flow Growth,49.76%,95.41%,-9.76%,-16.43%,8.08%,55.84%,20.83%,-20.24%,0.99%,28.46%,Upgrade
Capital Expenditures,-9.11,-7.22,-4.97,-6.62,-6.85,-9.69,-14.32,-10.92,-6.43,-9.19,Upgrade
Acquisitions,0,0,0,0,0,0,100.13,0,0,66.93,Upgrade
Change in Investments,"-1,466.25","-1,002.32","-1,833.09",-35.24,"-1,147.33",-772.44,-566.55,-935.39,-555.82,-438.95,Upgrade
Other Investing Activities,1.74,16.5,3.43,5.03,6.67,15.18,17.39,11.31,9.28,3.81,Upgrade
Investing Cash Flow,"-1,473.63",-993.04,"-1,834.63",-36.82,"-1,147.51",-766.95,-463.36,-934.99,-552.97,-377.41,Upgrade
Dividends Paid,-67.13,-68.67,-69.18,-70.94,-71.63,-67.66,-42.49,-33.41,-27.82,-19.74,Upgrade
Share Issuance / Repurchase,-14.67,-50,-36.78,-13.22,-150,0,0,0,0.04,0,Upgrade
Debt Issued / Paid,565,50,-378.58,-195,-191.98,474.9,18.39,50,44.54,-35.87,Upgrade
Other Financing Activities,695.39,703.18,"1,805.27",371.09,"1,308.74",210.84,495.8,646.54,546.14,302.61,Upgrade
Financing Cash Flow,"1,178.6",634.52,"1,320.73",91.93,895.12,618.08,471.7,663.13,562.9,247,Upgrade
Net Cash Flow,190.51,-34.31,-347.99,238.96,-32.39,54.67,138.95,-163.77,145.46,3.79,Upgrade
Free Cash Flow,476.42,316.99,160.94,177.24,213.15,193.85,116.29,97.18,129.1,125.01,Upgrade
Free Cash Flow Growth,50.30%,96.96%,-9.19%,-16.85%,9.96%,66.70%,19.67%,-24.73%,3.27%,28.03%,Upgrade
Free Cash Flow Margin,76.82%,55.75%,37.79%,34.82%,39.97%,36.54%,28.63%,31.48%,43.30%,45.33%,Upgrade
Free Cash Flow Per Share,3.99,2.64,1.31,1.40,1.66,1.43,0.86,1.22,1.62,1.58,Upgrade
