Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,20.09,14.66,8.44,18.65,19.54,12,13.09,11.02,11.6,10.32,Upgrade
Depreciation & Amortization,3.22,3.22,3.43,3.58,2.42,2.36,2.34,2.27,1.77,1.55,Upgrade
Share-Based Compensation,0.98,0.79,0.52,0.67,0.7,0.75,0.53,0.36,0.29,0.32,Upgrade
Other Operating Activities,9.67,9.17,-0.47,-6.26,-1.71,1.58,2.51,0.24,1.52,5.22,Upgrade
Operating Cash Flow,33.96,27.83,11.91,16.64,20.95,16.69,18.48,14,15.35,17.65,Upgrade
Operating Cash Flow Growth,22.01%,133.62%,-28.38%,-20.59%,25.53%,-9.69%,31.97%,-8.75%,-13.05%,7.07%,Upgrade
Capital Expenditures,-1.84,-1.04,-2.26,-3.1,-2.75,-2.16,-2.31,-5.91,-5.65,-4.65,Upgrade
Acquisitions,0,0,0,0,0,0,0,21.09,0,0,Upgrade
Change in Investments,-242.77,-53.8,-71.31,-23.12,-78.96,-90.85,-135.2,-114.44,-45.14,-126.27,Upgrade
Other Investing Activities,-,-6.55,1.11,-6.52,0.16,-3.55,-6.22,0.28,1.87,-5.1,Upgrade
Investing Cash Flow,-244.61,-61.38,-72.46,-32.75,-81.55,-96.56,-143.74,-98.98,-48.92,-136.02,Upgrade
Dividends Paid,-5.71,-5.27,-5.08,-6.02,-5.54,-4.56,-4.14,-2.99,-2.61,-2.07,Upgrade
Share Issuance / Repurchase,1.24,-8.8,0.72,-4.12,1.25,0.9,0.84,33.6,13.97,1.23,Upgrade
Debt Issued / Paid,-9.19,-22.81,-3.81,-34.14,-28.47,-31.14,-12.87,62.23,21.73,60.69,Upgrade
Other Financing Activities,-200.75,280.13,272.91,95.2,110.62,120.17,157.98,18.52,16.52,23.84,Upgrade
Financing Cash Flow,-214.41,243.25,264.74,50.92,77.86,85.36,141.81,111.37,49.61,83.68,Upgrade
Net Cash Flow,-425.06,209.7,204.2,34.81,17.26,5.49,16.55,26.39,16.03,-34.7,Upgrade
Free Cash Flow,32.12,26.8,9.66,13.53,18.2,14.53,16.17,8.1,9.7,13,Upgrade
Free Cash Flow Growth,19.85%,177.49%,-28.64%,-25.63%,25.21%,-10.10%,99.67%,-16.50%,-25.39%,-10.16%,Upgrade
Free Cash Flow Margin,36.82%,35.82%,15.66%,17.95%,24.41%,21.72%,26.67%,15.17%,19.82%,29.11%,Upgrade
Free Cash Flow Per Share,3.36,2.81,0.99,1.39,2.03,1.64,1.84,1.25,1.44,2.23,Upgrade
