Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Net Income,-12.01,-8.61,170.68,51.42,-24.28,18.22,-130.76,25.74,142.45,261.77,Upgrade
Depreciation & Amortization,23.94,41.11,28.52,29.67,10.31,10.33,19.88,11.33,6.99,8.25,Upgrade
Share-Based Compensation,88.04,62.99,80.42,127.51,87.13,84.17,75.22,112.64,114.73,133.83,Upgrade
Other Operating Activities,-434.97,355.31,-277.89,47.74,115.04,-399.26,-251.88,292.57,686.22,655.07,Upgrade
Operating Cash Flow,-339.2,476.73,8.68,211.97,188.2,-283.68,-281.46,442.28,950.38,"1,058.92",Upgrade
Operating Cash Flow Growth,-,5390.38%,-95.90%,12.63%,-,-,-,-53.46%,-10.25%,-,Upgrade
Capital Expenditures,-0.54,-4.89,-2.64,-1.94,-5.83,52.61,-8.81,-43.8,-74.92,-3.48,Upgrade
Change in Investments,8.72,-185.43,18.01,-12.89,-162.92,-170.96,-7.63,16.03,-36.53,0,Upgrade
Other Investing Activities,-,-,-,-,-,-,-0.02,-,8.17,-0.56,Upgrade
Investing Cash Flow,8.18,-190.33,15.37,-14.82,-168.75,-118.35,-16.46,-27.77,-103.28,-4.04,Upgrade
Dividends Paid,-6.24,-84.2,-11.61,-19.58,-24.84,-12.97,0,-153.45,-293.14,-213.91,Upgrade
Share Issuance / Repurchase,-32.5,0,0,0,0,0,0,-22.78,0,0,Upgrade
Debt Issued / Paid,232.34,39.86,83.34,-153.23,-230.81,431.25,132.28,0.52,61.27,-3.87,Upgrade
Other Financing Activities,2.13,-15.5,-154.44,-102.79,90.57,123.45,241.38,-235.32,-554.61,-809.61,Upgrade
Financing Cash Flow,195.73,-59.84,-82.71,-275.6,-165.08,541.73,373.66,-411.04,-786.48,"-1,027.39",Upgrade
Net Cash Flow,-136.11,225.69,-58.46,-78.45,-145.63,139.7,75.74,3.47,60.63,27.49,Upgrade
Free Cash Flow,-339.74,471.84,6.04,210.04,182.37,-231.07,-290.27,398.48,875.46,"1,055.44",Upgrade
Free Cash Flow Growth,-,7706.68%,-97.12%,15.17%,-,-,-,-54.48%,-17.05%,-,Upgrade
Free Cash Flow Margin,-81.08%,75.36%,0.67%,35.16%,35.95%,-26.92%,-37.68%,30.12%,56.76%,55.67%,Upgrade
Free Cash Flow Per Share,-13.47,18.91,0.27,10.11,9.46,-12.39,-15.89,22.39,50.65,67.66,Upgrade
