Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"1,048",529,478,457.37,400.31,323.75,225.48,210.39,138.56,166.87,Upgrade
Depreciation & Amortization,533,143,133,127.69,120.43,113.65,110.59,110.61,82.44,73.15,Upgrade
Share-Based Compensation,19,0,0,0,0,0,0,0,0,0,Upgrade
Other Operating Activities,"1,141",-974,-249,-6.81,-66.97,-82.14,-105.56,-87.94,-38.76,90.99,Upgrade
Operating Cash Flow,"2,791",-284,376,578.25,453.77,355.26,230.51,233.06,182.24,331.01,Upgrade
Operating Cash Flow Growth,-,-,-34.98%,27.43%,27.73%,54.12%,-1.09%,27.88%,-44.94%,64.44%,Upgrade
Capital Expenditures,-818,-106,-132,-120.95,-138.72,-81.74,-81.84,-89.73,-82.71,-66.04,Upgrade
Acquisitions,134,0,-60,-236.73,-155.13,304.82,-0.73,100.9,182.37,0,Upgrade
Change in Investments,710,"-7,420","-9,616","-1,238.48",394.99,-884.03,"-1,011.6","-1,306.8",-205.56,-306.47,Upgrade
Other Investing Activities,49,-42,-100,-,-,-7.73,-6.23,47.64,88.2,147.55,Upgrade
Investing Cash Flow,75,"-7,568","-9,908","-1,596.15",101.14,-668.67,"-1,100.4","-1,248",-17.7,-224.96,Upgrade
Dividends Paid,-83,-42,-30,-18.14,-16.78,-14.41,-14.41,-18.02,-11.54,-8.66,Upgrade
Share Issuance / Repurchase,"-1,240",0,-334,-453.12,-163.1,0,0,0,-0.62,-0.32,Upgrade
Debt Issued / Paid,352,-106,562,99.01,-873.96,123.37,107.65,-53.85,-79.62,8.76,Upgrade
Other Financing Activities,"-1,715","7,976","9,319","1,439.43",490.22,0.87,782.31,"1,016.71",-2.18,-211.96,Upgrade
Financing Cash Flow,"-2,686","7,828","9,517","1,067.18",-563.62,109.82,875.55,944.85,-93.96,-212.18,Upgrade
Net Cash Flow,180,-24,-15,49.28,-8.71,-203.59,5.66,-70.1,70.58,-106.13,Upgrade
Free Cash Flow,"1,973",-390,244,457.3,315.05,273.52,148.67,143.32,99.53,264.97,Upgrade
Free Cash Flow Growth,-,-,-46.64%,45.15%,15.18%,83.98%,3.73%,43.99%,-62.44%,135.73%,Upgrade
Free Cash Flow Margin,44.47%,-20.16%,13.50%,26.97%,19.93%,17.58%,11.53%,10.45%,9.46%,25.48%,Upgrade
Free Cash Flow Per Share,127.03,-39.73,24.26,41.05,26.39,22.77,12.38,11.93,9.74,27.55,Upgrade
