Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,25.7,18.1,-40.2,-142.13,-70.77,-127.97,-199.76,-247.02,-472.6,298.4,Upgrade
Depreciation & Amortization,14.8,11,19.1,31.91,27.2,26.89,25.34,118.35,272.29,307.03,Upgrade
Share-Based Compensation,4.6,4.7,2.4,2.7,2.37,5.62,5.18,7.29,10.73,5.65,Upgrade
Other Operating Activities,128.1,-502.2,279.7,259.46,313.78,504.48,590.47,703.06,539.31,261.33,Upgrade
Operating Cash Flow,173.2,-468.4,261,151.94,272.58,409.02,421.23,581.68,352.52,884.42,Upgrade
Operating Cash Flow Growth,-,-,71.78%,-44.26%,-33.36%,-2.90%,-27.58%,65.01%,-60.14%,-51.29%,Upgrade
Capital Expenditures,-0.7,-1.7,2,2.82,0.53,-5.91,-22.45,-37.49,-11.43,-28.66,Upgrade
Acquisitions,2.5,1.3,0.8,0,103.51,0,0,0,-55.48,"-2,082.08",Upgrade
Change in Investments,-151.1,"-1,004.9",-531.9,-595.39,-451.36,-832.6,-740.14,316.19,-875.31,684.88,Upgrade
Other Investing Activities,0.2,0.2,1.2,5.13,2.46,-0.71,-29.04,1.67,-16.03,-989.12,Upgrade
Investing Cash Flow,-149.1,"-1,005.1",-527.9,-587.44,-344.87,-839.22,-791.62,280.37,-958.25,"-2,414.98",Upgrade
Share Issuance / Repurchase,-50,9.9,-4.6,0,0,13.91,-5.89,-4.14,-382.49,-215.6,Upgrade
Debt Issued / Paid,35.2,"1,439.3",234.1,534.35,171.57,417.92,322.17,-737.24,719.66,635.67,Upgrade
Other Financing Activities,1.4,-69.4,-97.7,-3.52,-4.83,-1.48,-0.05,7.13,219.51,"1,068.88",Upgrade
Financing Cash Flow,-13.4,"1,379.8",131.8,530.83,166.74,430.36,316.23,-734.25,556.68,"1,488.94",Upgrade
Net Cash Flow,10.7,-93.7,-135.1,95.33,94.45,0.16,-54.16,127.8,-49.04,-41.62,Upgrade
Free Cash Flow,172.5,-470.1,263,154.76,273.11,403.12,398.78,544.2,341.09,855.76,Upgrade
Free Cash Flow Growth,-,-,69.94%,-43.33%,-32.25%,1.09%,-26.72%,59.54%,-60.14%,-52.37%,Upgrade
Free Cash Flow Margin,18.08%,-44.77%,27.37%,13.78%,25.69%,33.75%,28.75%,31.26%,16.16%,41.98%,Upgrade
Free Cash Flow Per Share,19.95,-52.11,30.06,17.27,30.64,47.58,48.24,65.14,38.95,94.61,Upgrade
