Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,"2,146","2,400",991,"1,503","1,695","1,199","1,099",998,"1,095","1,059",Upgrade
Depreciation & Amortization,353,371,421,426,462,537,574,523,523,645,Upgrade
Other Operating Activities,603,259,912,652,118,561,364,78,489,"2,041",Upgrade
Operating Cash Flow,"3,102","3,030","2,324","2,581","2,275","2,297","2,037","1,599","2,107","3,745",Upgrade
Operating Cash Flow Growth,2.38%,30.38%,-9.96%,13.45%,-0.96%,12.76%,27.39%,-24.11%,-43.74%,53.42%,Upgrade
Capital Expenditures,-90,-91,-134,-178,-151,-150,-205,-369,-242,-186,Upgrade
Acquisitions,0,"-1,182",-381,0,357,0,0,0,0,0,Upgrade
Change in Investments,"-12,559","-1,518","-4,278",719,"-3,176",-609,-440,"-5,751","-3,518",143,Upgrade
Other Investing Activities,-292,-74,-60,-32,-75,-42,-55,-4,-21,-28,Upgrade
Investing Cash Flow,"-12,941","-2,865","-4,853",509,"-3,045",-801,-700,"-6,124","-3,781",-71,Upgrade
Dividends Paid,-663,-608,-595,-577,-452,-346,-317,-304,-247,-138,Upgrade
Share Issuance / Repurchase,-230,-467,0,"-1,101","-2,122","-1,275",-839,-623,-256,-340,Upgrade
Debt Issued / Paid,0,"-1,234","-8,270","-4,202","5,399",894,-569,"2,611","-1,279",-361,Upgrade
Other Financing Activities,"-7,452","13,599","25,236","3,366","-2,498","-2,239",525,"4,151","2,187","-3,051",Upgrade
Financing Cash Flow,"-8,345","11,290","16,371","-2,514",327,"-2,966","-1,200","5,835",405,"-3,890",Upgrade
Net Cash Flow,"-18,184","11,455","13,842",576,-443,"-1,470",137,"1,310","-1,269",-216,Upgrade
Free Cash Flow,"3,012","2,939","2,190","2,403","2,124","2,147","1,832","1,230","1,865","3,559",Upgrade
Free Cash Flow Growth,2.48%,34.20%,-8.86%,13.14%,-1.07%,17.19%,48.94%,-34.05%,-47.60%,57.41%,Upgrade
Free Cash Flow Margin,43.38%,42.21%,44.18%,43.90%,38.44%,40.12%,35.59%,23.94%,36.47%,68.17%,Upgrade
Free Cash Flow Per Share,3.22,3.07,2.28,2.42,1.95,1.81,1.46,0.93,1.36,2.55,Upgrade
