Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Net Income,"1,128.08",872.98,567.8,674.04,703.7,505.62,431.68,384.68,345.88,289.9,Upgrade
Depreciation & Amortization,159.85,156.79,119.91,144.18,139.5,149.82,137.58,88.73,117.49,79.87,Upgrade
Share-Based Compensation,37.6,32.57,29.24,30.76,30.94,24.66,22.1,16.5,13.88,8.03,Upgrade
Other Operating Activities,740.49,106.08,-24.3,-115.83,9.04,23.17,58.83,-20.28,-84.35,44.62,Upgrade
Operating Cash Flow,"2,066.02","1,168.42",692.64,733.15,883.17,703.28,650.18,469.62,392.9,425.85,Upgrade
Operating Cash Flow Growth,76.82%,68.69%,-5.52%,-16.99%,25.58%,8.17%,38.45%,19.53%,-7.74%,48.11%,Upgrade
Capital Expenditures,0,0,0,0.4,1.64,119.75,8.16,0.58,0,-88.11,Upgrade
Acquisitions,0,0,0,0,-503.69,3.63,0,0,138.47,0,Upgrade
Change in Investments,"-4,599.14","-9,031.22","-6,885.57","-2,601.5","-3,336","-2,650.18","-1,833.76","-3,671.66","-2,636.95","-2,716.78",Upgrade
Other Investing Activities,16.25,-85.99,11.84,8.17,5.63,19.97,25.52,43.2,138.59,70.04,Upgrade
Investing Cash Flow,"-4,582.89","-9,117.2","-6,873.74","-2,592.93","-3,832.41","-2,506.82","-1,800.09","-3,627.88","-2,359.89","-2,734.85",Upgrade
Dividends Paid,-228.38,-188.76,-158.22,-155.11,-125.99,-116.82,-115.83,-115.64,-103.62,-86.29,Upgrade
Share Issuance / Repurchase,-96.81,2.57,-143.64,3.38,2.85,2.28,2.08,-5.96,-10.33,-210.77,Upgrade
Debt Issued / Paid,-250.94,-427.35,-263.82,388.58,36.39,-76.56,-657.49,113.18,-65.31,69.69,Upgrade
Other Financing Activities,"2,690.34","8,448.58","7,474.59","1,889.08","3,887.56","2,259.56","2,450.7","3,498.73","2,290.31","2,109.09",Upgrade
Financing Cash Flow,"2,114.21","7,835.05","6,908.91","2,125.94","3,800.81","2,068.46","1,679.46","3,490.31","2,111.06","1,881.72",Upgrade
Net Cash Flow,-431.15,-105.04,756.82,259.77,826.79,296.09,517.62,321,144.07,-427.29,Upgrade
Free Cash Flow,"2,066.02","1,168.42",692.64,733.55,884.81,823.02,658.35,470.2,392.9,337.74,Upgrade
Free Cash Flow Growth,76.82%,68.69%,-5.58%,-17.10%,7.51%,25.01%,40.01%,19.68%,16.33%,14.04%,Upgrade
Free Cash Flow Margin,90.97%,63.07%,49.40%,46.10%,57.47%,58.93%,55.44%,42.00%,40.09%,40.14%,Upgrade
Free Cash Flow Per Share,14.62,8.24,4.87,5.04,6.11,5.70,4.57,3.27,2.75,2.46,Upgrade
