Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"2,589","1,255","1,969","1,532","1,134","1,226","1,396","1,385","1,397","1,113",Upgrade
Depreciation & Amortization,264,326,413,564,769,891,319,338,594,635,Upgrade
Share-Based Compensation,397,449,312,317,338,319,306,320,328,300,Upgrade
Other Operating Activities,-31,152,89,-578,-555,"-1,702",305,-34,-507,-295,Upgrade
Operating Cash Flow,"3,219","2,182","2,783","1,835","1,686",734,"2,326","2,009","1,812","1,753",Upgrade
Operating Cash Flow Growth,47.53%,-21.60%,51.66%,8.84%,129.70%,-68.44%,15.78%,10.87%,3.37%,23.54%,Upgrade
Capital Expenditures,-196,-137,-141,-225,-240,-183,-156,-200,-256,-229,Upgrade
Acquisitions,-81,204,-338,13,-68,"3,217",-772,189,-431,-14,Upgrade
Change in Investments,-172,-18,-200,-17,339,-228,40,-37,142,-96,Upgrade
Other Investing Activities,-,-,-,-,-,-19,-66,-90,-,-,Upgrade
Investing Cash Flow,-449,49,-679,-229,31,"2,787",-954,-138,-545,-339,Upgrade
Dividends Paid,-463,-447,-412,-410,-382,-364,-345,-323,-273,-212,Upgrade
Share Issuance / Repurchase,"-3,145","-3,488","-1,719","-1,960","-1,470","-2,399","-1,257","-1,550","-2,250","-1,102",Upgrade
Debt Issued / Paid,"1,402","1,753",271,"1,111",337,-345,522,253,"1,321",227,Upgrade
Other Financing Activities,416,258,88,"1,012",-184,-157,-206,-69,-101,-49,Upgrade
Financing Cash Flow,"-1,790","-1,924","-1,772",-247,"-1,699","-3,265","-1,286","-1,689","-1,303","-1,136",Upgrade
Net Cash Flow,431,72,629,"1,422",-100,325,47,10,-103,186,Upgrade
Free Cash Flow,"3,023","2,045","2,642","1,610","1,446",551,"2,170","1,809","1,556","1,524",Upgrade
Free Cash Flow Growth,47.82%,-22.60%,64.10%,11.34%,162.43%,-74.61%,19.96%,16.26%,2.10%,32.52%,Upgrade
Free Cash Flow Margin,24.22%,16.77%,23.87%,14.62%,13.43%,5.51%,23.06%,19.08%,12.92%,12.90%,Upgrade
Free Cash Flow Per Share,14.28,9.10,11.39,6.75,5.90,2.13,8.09,6.44,5.27,4.89,Upgrade
