Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Net Income,-24.74,166.62,-15.97,15.92,47.71,61.71,18.74,-10.25,110.98,91.78,Upgrade
Other Operating Activities,5.34,-158.71,-113.63,-97.05,19.23,7.54,138.97,13.26,-283.52,-51.45,Upgrade
Operating Cash Flow,-19.4,7.91,-129.6,-81.12,66.94,69.25,157.71,3.02,-172.54,40.32,Upgrade
Operating Cash Flow Growth,-,-,-,-,-3.33%,-56.09%,5127.78%,-,-,-,Upgrade
Dividends Paid,-34.85,-32.18,-44.25,-48.81,-50.97,-65.38,-80.31,-83.87,-73.46,-68.5,Upgrade
Share Issuance / Repurchase,-13.25,0,0,-14.47,-15.01,0,-12.18,-17.9,98.86,7.57,Upgrade
Debt Issued / Paid,100.14,18.76,140.03,184.37,-19.59,-40.7,-39.02,81.64,159.73,71.75,Upgrade
Other Financing Activities,-,-,-,-,-,-1.51,-1.15,-,-4.22,-0.27,Upgrade
Financing Cash Flow,52.04,-13.42,95.78,121.08,-85.58,-107.59,-132.67,-20.13,180.9,10.56,Upgrade
Net Cash Flow,32.64,-5.52,-33.82,39.96,-18.64,-38.34,25.04,-17.11,8.37,50.88,Upgrade
Free Cash Flow,-19.4,7.91,-129.6,-81.12,66.94,69.25,157.71,3.02,-172.54,40.32,Upgrade
Free Cash Flow Growth,-,-,-,-,-3.33%,-56.09%,5127.78%,-,-,-,Upgrade
Free Cash Flow Margin,-18.48%,9.69%,-129.31%,-72.36%,61.82%,55.61%,111.01%,1.87%,-116.63%,31.21%,Upgrade
Free Cash Flow Per Share,-0.30,0.12,-1.93,-1.21,0.96,0.97,2.22,0.04,-2.59,0.61,Upgrade
