Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,"1,044.5",895.7,506.6,499.2,435.8,325.49,259.8,193.49,146.56,113.56,Upgrade
Depreciation & Amortization,74.6,50,34.6,29,14.3,13.39,12.49,8.47,6.17,6.86,Upgrade
Share-Based Compensation,39.8,35.1,28.7,26.2,25.7,23.55,20.34,19.66,12.38,6.15,Upgrade
Other Operating Activities,"1,073.6","-3,638.3",100.3,163.4,65.2,21.37,-11.99,-1.95,0.9,37.08,Upgrade
Operating Cash Flow,"2,245.3","-2,654",670.2,717.8,541,383.81,280.65,220.42,167.4,165.05,Upgrade
Operating Cash Flow Growth,-,-,-6.63%,32.68%,40.95%,36.76%,27.33%,31.67%,1.43%,2.80%,Upgrade
Capital Expenditures,-141,-69.4,-26.8,-33.8,-1.9,-8.86,-10.57,-10.86,-13.93,-18.87,Upgrade
Acquisitions,-50,"-1,024.4",0,0,0,0,"-1,272.19",342.43,0,21.2,Upgrade
Change in Investments,"-12,939.1","-13,618.1","-7,516.6","-3,689.2","-2,713.2","-2,968.47","-1,618.32","-1,744.44","-1,399.05","-1,221.5",Upgrade
Other Investing Activities,-,-,5.9,-,1.7,21.8,10.84,46.42,26.96,45.82,Upgrade
Investing Cash Flow,"-13,130.1","-14,711.9","-7,537.5","-3,723","-2,713.4","-2,955.53","-2,890.23","-1,366.44","-1,386.01","-1,173.34",Upgrade
Dividends Paid,-166.2,-127.6,-101.3,-51.3,0,0,0,0,0,0,Upgrade
Share Issuance / Repurchase,157.7,540.3,-71.6,-120.2,-35.7,0.85,56.86,30.22,22.04,4.6,Upgrade
Debt Issued / Paid,"5,406.7","-1,162.3",151.2,-496.7,97.4,294.29,102.83,-108.83,33.91,59.27,Upgrade
Other Financing Activities,"6,013.6","15,960.2","9,126.1","3,609.4","2,192.5","2,408.86","2,509.76","1,284.88","1,021.55","1,045.32",Upgrade
Financing Cash Flow,"11,411.8","15,210.6","9,104.4","2,941.2","2,254.2","2,703.99","2,669.44","1,206.27","1,077.49","1,109.18",Upgrade
Net Cash Flow,527,"-2,155.3","2,237.1",-64,81.8,132.28,59.85,60.24,-141.12,100.89,Upgrade
Free Cash Flow,"2,104.3","-2,723.4",643.4,684,539.1,374.95,270.07,209.56,153.48,146.18,Upgrade
Free Cash Flow Growth,-,-,-5.94%,26.88%,43.78%,38.83%,28.88%,36.54%,4.99%,-3.83%,Upgrade
Free Cash Flow Margin,85.10%,-137.94%,57.75%,62.97%,57.72%,46.13%,39.02%,40.37%,37.91%,42.76%,Upgrade
Free Cash Flow Per Share,19.63,-26.52,6.42,6.66,5.15,3.60,2.62,2.22,1.77,1.71,Upgrade
