Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,396.92,399.59,372.94,352.79,267.09,258.26,338.82,241.05,211.54,198.64,Upgrade
Depreciation & Amortization,129.72,107.32,100.8,60.46,57.29,48.29,38.05,31.35,34.44,35.78,Upgrade
Share-Based Compensation,56,45.07,36.58,32.4,31.52,23.85,11.59,-2.58,10.94,14.73,Upgrade
Other Operating Activities,-44.36,3.25,-4.48,-18.52,29.78,-9.88,-57.32,36.62,8.11,20.67,Upgrade
Operating Cash Flow,538.28,555.23,505.84,427.14,385.67,320.53,331.14,306.44,265.02,269.81,Upgrade
Operating Cash Flow Growth,-3.05%,9.76%,18.43%,10.75%,20.32%,-3.20%,8.06%,15.63%,-1.77%,16.31%,Upgrade
Capital Expenditures,-51.16,-61.33,-77.64,-59.37,-33.52,-36.86,-47.74,-25.68,-17.74,-18.52,Upgrade
Acquisitions,"-1,981.64",-58.06,0,0,-15,-303.09,-109.77,-34.76,-46.87,-0.71,Upgrade
Change in Investments,-0.88,-16.61,4.01,3.27,-0.01,-7.36,-0.9,-4.44,-6.09,-1.19,Upgrade
Investing Cash Flow,"-2,033.68",-135.99,-73.63,-56.1,-48.53,-347.31,-158.41,-64.88,-70.71,-20.41,Upgrade
Dividends Paid,-125.93,-117.93,-110.44,-100.05,-89.41,-80.9,-74.22,-66.55,-61.01,-56,Upgrade
Share Issuance / Repurchase,67.41,-200.53,-104.11,-113.32,-232.35,-210.93,-299.98,-184.69,-227.68,-207.63,Upgrade
Debt Issued / Paid,"1,403.62",0,0,0,0,275,264.99,34.97,0,0,Upgrade
Other Financing Activities,-5.86,-4.26,-3.53,-0.9,1.72,8.67,18.21,28.95,11.96,25.23,Upgrade
Financing Cash Flow,"1,339.23",-322.71,-218.08,-214.27,-320.04,-8.16,-91,-187.33,-276.73,-238.41,Upgrade
Net Cash Flow,-178.59,96.26,225.81,151.18,13.89,-33.68,69.49,42.54,-80.25,7.58,Upgrade
Free Cash Flow,487.12,493.9,428.2,367.77,352.15,283.67,283.4,280.76,247.28,251.29,Upgrade
Free Cash Flow Growth,-1.37%,15.34%,16.43%,4.44%,24.14%,0.09%,0.94%,13.54%,-1.60%,19.98%,Upgrade
Free Cash Flow Margin,26.42%,31.03%,28.66%,25.62%,26.08%,23.23%,25.14%,27.89%,26.87%,29.28%,Upgrade
Free Cash Flow Per Share,12.87,13.05,11.29,9.64,9.09,7.19,6.93,6.75,5.83,5.72,Upgrade
