Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Net Income,67.55,63.23,44.97,42.14,19.6,18.6,15.82,5.63,10.19,6.51,Upgrade
Depreciation & Amortization,6.66,6.84,5.81,5.46,3.59,2.98,3.16,3.14,2.77,2.75,Upgrade
Share-Based Compensation,6.34,7.74,8.23,0,0,0,0,0,0,0,Upgrade
Other Operating Activities,0.76,-2.4,-39.69,-8.6,21.91,16.95,20.2,11.74,13.05,20.67,Upgrade
Operating Cash Flow,81.3,75.42,19.32,39,45.1,38.53,39.18,20.5,26.01,29.92,Upgrade
Operating Cash Flow Growth,7.80%,290.28%,-50.45%,-13.51%,17.04%,-1.65%,91.09%,-21.17%,-13.09%,-19.90%,Upgrade
Capital Expenditures,-2.31,-0.61,-5.57,-6.03,-8.27,-4.04,-2.18,-2,-3.56,-0.82,Upgrade
Acquisitions,0,4.3,0,0,30.1,0,0,0.16,9.13,0,Upgrade
Change in Investments,-477.94,-87.66,91.03,-141.92,-23.28,-449.51,-419.45,-444.49,-251.26,-248.04,Upgrade
Other Investing Activities,0.3,-,-,-,-,-,-,-79.07,-,-35.5,Upgrade
Investing Cash Flow,-479.95,-83.97,85.47,-147.95,-1.45,-453.55,-421.63,-525.39,-245.69,-284.36,Upgrade
Dividends Paid,-30.69,-28.65,-24.12,-34.75,-20.56,-8.29,-7.16,0,0,0,Upgrade
Share Issuance / Repurchase,-0.98,-0.43,-1.08,-0.57,-1.27,0.48,0,700.96,-2.64,-4.32,Upgrade
Debt Issued / Paid,215.99,-553.04,-151.5,119.96,-22.76,192.6,41.81,59.3,207,31.31,Upgrade
Other Financing Activities,248.09,477.56,213.94,-65.63,51.57,109.26,206.88,-50.27,23.33,198.9,Upgrade
Financing Cash Flow,432.41,-104.56,37.24,19.02,6.98,294.06,241.52,709.99,227.68,225.89,Upgrade
Net Cash Flow,33.76,-113.11,142.03,-89.93,50.63,-120.96,-140.94,205.1,8,-28.55,Upgrade
Free Cash Flow,78.99,74.81,13.76,32.97,36.83,34.5,37,18.5,22.45,29.1,Upgrade
Free Cash Flow Growth,5.59%,443.72%,-58.27%,-10.47%,6.76%,-6.77%,99.99%,-17.58%,-22.87%,-18.17%,Upgrade
Free Cash Flow Margin,36.23%,35.56%,8.35%,19.95%,27.93%,31.78%,38.94%,22.44%,28.57%,37.22%,Upgrade
Free Cash Flow Per Share,1.11,0.91,0.17,0.36,0.45,0.41,0.41,0.20,0.25,0.32,Upgrade
